bin_range,mean_transmittance
447.75-451.0,1.0
451.0-454.25,0.9812563969725316
457.5-460.75,0.9758853513086233
460.75-464.0,0.9879404421607529
464.0-467.25,0.9989894389390075
467.25-470.5,0.9972594239083881
473.75-477.0,0.9985566540241874
477.0-480.25,0.9865145022992177
480.25-483.5,0.9780019799252166
483.5-486.75,0.964395157509223
490.0-493.25,0.9535910339448561
493.25-496.5,0.9424994598888593
496.5-499.75,0.9207018419520885
499.75-503.0,0.9164561374349093
503.0-506.25,0.923232029579364
509.5-512.75,0.9335573359288979
512.75-516.0,0.9468658163906436
516.0-519.25,0.962168992658882
519.25-522.5,0.9666264730243417
525.75-529.0,0.9760263172567839
529.0-532.25,0.9730703039301136
532.25-535.5,0.9748991595725979
535.5-538.75,0.9725082696421715
542.0-545.25,0.968443217685262
545.25-548.5,0.964395157509223
548.5-551.75,0.96495250304814
551.75-555.0,0.9694228786981097
555.0-558.25,0.9746175735994836
561.5-564.75,0.9744768111139576
564.75-568.0,0.9706838991738685
568.0-571.25,0.9750399830660598
571.25-574.5,0.9747583564180518
577.75-581.0,0.9669057502130743
581.0-584.25,0.9628641165995141
584.25-587.5,0.9605027419915442
587.5-590.75,0.957317156137353
594.0-597.25,0.9529026045540008
597.25-600.5,0.9485084101381311
600.5-603.75,0.9441344790151444
603.75-607.0,0.9391022584835177
607.0-610.25,0.9372051771769252
613.5-616.75,0.9407313842491061
616.75-620.0,0.942363336172055
620.0-623.25,0.9551073298156143
623.25-626.5,0.9639773596228521
629.75-633.0,0.9695629111466766
633.0-636.25,0.9704035307197053
636.25-639.5,0.9740546456262623
639.5-642.75,0.9711046037447391
646.0-649.25,0.9663472765009149
649.25-652.5,0.9650918897541082
652.5-655.75,0.9551073298156143
655.75-659.0,0.9487824526661036
659.0-662.25,0.9346366950754188
665.5-668.75,0.9240324798705096
668.75-672.0,0.8824227291734672
672.0-675.25,0.8468352373665279
675.25-678.5,0.8319232350186944
681.75-685.0,0.8084681437918149
685.0-688.25,0.7837475152903788
688.25-691.5,0.7354877048124471
691.5-694.75,0.6949009733539414
698.0-701.25,0.6654328245632205
701.25-704.5,0.6894024540139319
704.5-707.75,0.7388950293347004
707.75-711.0,0.8005663655503491
711.0-714.25,0.8512500785581826
717.5-720.75,0.8789881151657086
720.75-724.0,0.8937104539226162
724.0-727.25,0.8879203978884156
