bin_range,mean_transmittance
447.75-451.0,0.8748771101209454
451.0-454.25,0.8743161267126631
457.5-460.75,0.8823159129771703
460.75-464.0,0.8948547382012929
464.0-467.25,0.9156408692731962
467.25-470.5,0.9410052317479548
473.75-477.0,0.954133275105559
477.0-480.25,0.9559710421062201
480.25-483.5,0.9567071396532976
483.5-486.75,0.9607658193324206
490.0-493.25,0.9607658193324206
493.25-496.5,0.9580581242303414
496.5-499.75,0.9626163613522833
499.75-503.0,0.9618757172063384
503.0-506.25,0.9581810355688591
509.5-512.75,0.9505902707579049
512.75-516.0,0.9536438008601793
516.0-519.25,0.9508341929466032
519.25-522.5,0.9299646534688495
525.75-529.0,0.9145843212848238
529.0-532.25,0.9069898083217199
532.25-535.5,0.8890192788985658
535.5-538.75,0.8728592527200921
542.0-545.25,0.8853772592230865
545.25-548.5,0.9093198403198598
548.5-551.75,0.9250862140500034
551.75-555.0,0.9442702106418278
555.0-558.25,0.9595341014627111
561.5-564.75,0.9664521176250365
564.75-568.0,0.9551129774187423
568.0-571.25,0.9319949582781283
571.25-574.5,0.9198792808103576
577.75-581.0,0.8758877874628368
581.0-584.25,0.8228416000165509
584.25-587.5,0.8124575016563165
587.5-590.75,0.8494406963091988
594.0-597.25,0.9075717559930533
597.25-600.5,0.9429386687876595
600.5-603.75,0.9608890780469704
603.75-607.0,0.9813189579636022
607.0-610.25,0.973669791381269
613.5-616.75,0.9722967923554044
616.75-620.0,0.9824525992767746
620.0-623.25,0.9906789860921335
623.25-626.5,0.9799351726338403
629.75-633.0,0.9794324619102333
633.0-636.25,0.9809413682885227
636.25-639.5,0.9714240739293009
639.5-642.75,0.9481544878245789
646.0-649.25,0.9355886681625334
649.25-652.5,0.9269869430691631
652.5-655.75,0.9273437642920739
655.75-659.0,0.9240187671815582
659.0-662.25,0.915288551063594
665.5-668.75,0.9032741692959168
668.75-672.0,0.9089699543013908
672.0-675.25,0.9104871000294373
675.25-678.5,0.9469389378930565
681.75-685.0,0.973669791381269
685.0-688.25,0.9721720703083708
688.25-691.5,0.9810672153676664
691.5-694.75,0.9857349248595112
698.0-701.25,0.9858613869143433
701.25-704.5,0.9760459034017974
704.5-707.75,0.9852292388394568
707.75-711.0,0.9834613798205603
711.0-714.25,0.9798094707682654
717.5-720.75,0.9691835361048804
720.75-724.0,0.9714240739293009
724.0-727.25,0.9664521176250365
727.25-730.5,0.9624928810692671
733.75-737.0,0.961628962480923
737.0-740.25,0.9648417173221999
740.25-743.5,0.959903450927737
743.5-746.75,0.9466960149733636
750.0-753.25,0.9347488983757982
753.25-756.5,0.9223607419760584
756.5-759.75,0.8956586674425726
759.75-763.0,0.8643905932151903
763.0-766.25,0.8241092636757332
769.5-772.75,0.7666874900820595
772.75-776.0,0.679417503196627
776.0-779.25,0.5893197745015689
779.25-782.5,0.5403672575993321
785.75-789.0,0.5482575171562626
789.0-792.25,0.617332469615986
792.25-795.5,0.7329310388635487
795.5-798.75,0.8269686519781222
802.0-805.25,0.8685031801138365
805.25-808.5,0.8818632813302514
808.5-811.75,0.8764497792885294
811.75-815.0,0.8611808323675838
815.0-818.25,0.836035371064068
821.5-824.75,0.8125617335776292
824.75-828.0,0.8408755737098782
828.0-831.25,0.8882213090688218
831.25-834.5,0.9136461910359966
837.75-841.0,0.930083960635546
841.0-844.25,0.9313973501087649
844.25-847.5,0.9162283676847137
847.5-850.75,0.885718063803707
854.0-857.25,0.8411992484420526
857.25-860.5,0.7891395357441157
860.5-863.75,0.7033625501302013
863.75-867.0,0.5937209422292586
867.0-870.25,0.4709390354813351
873.5-876.75,0.3517817685913975
876.75-880.0,0.2819837722292897
880.0-883.25,0.27724900741680275
883.25-886.5,0.33405731720667775
889.75-893.0,0.4457789182488321
893.0-896.25,0.5749080701428967
896.25-899.5,0.675593338997375
899.5-902.75,0.7231247880452466
906.0-909.25,0.742489176180101
909.25-912.5,0.7656063625926961
912.5-915.75,0.7897471730584041
915.75-919.0,0.827180852765128
919.0-922.25,0.8616228483883229
925.5-928.75,0.8901604795402795
928.75-932.0,0.9183464848804046
932.0-935.25,0.9381125068830549
935.25-938.5,0.9439068764994165
941.75-945.0,0.9439068764994165
945.0-948.25,0.9502245047971472
948.25-951.5,0.9525434017045339
951.5-954.75,0.9459676200596365
958.0-961.25,0.9499807390147598
961.25-964.5,0.9497370357668118
964.5-967.75,0.9464531543718868
967.75-971.0,0.9413674489723378
971.0-974.25,0.9424549374207882
977.5-980.75,0.9397988472824466
980.75-984.0,0.9365493289070039
984.0-987.25,0.9343892278222493
987.25-990.5,0.9372704717380739
993.75-997.0,0.9406431538966911
997.0-1000.25,0.9441490837240493
1000.25-1003.5,0.9458462754054843
1003.5-1006.75,0.9522990410440765
1010.0-1013.25,0.9521768842224955
1013.25-1016.5,0.9487628477986284
1016.5-1019.75,0.9543781064318754
1019.75-1023.0,0.959903450927737
1023.0-1026.25,0.9659563237634109
1029.5-1032.75,0.9643467496024702
1032.75-1036.0,0.9689349066686126
1036.0-1039.25,0.9698053888498136
1039.25-1042.5,0.9606425764289679
1045.75-1049.0,0.9452397855783419
1049.0-1052.25,0.9218875671692196
1052.25-1055.5,0.867278479470136
1055.5-1058.75,0.8080918133134848
1062.0-1065.25,0.774596297915897
1065.25-1068.5,0.7848991449974707
1068.5-1071.75,0.8241092636757332
1071.75-1075.0,0.8718520699713298
1075.0-1078.25,0.9001509413629634
1081.5-1084.75,0.9195253317544112
1084.75-1088.0,0.9318754059768806
1088.0-1091.25,0.9319949582781283
1091.25-1094.5,0.9220058381091326
1097.75-1101.0,0.9029266095169841
1101.0-1104.25,0.8659444119389552
1104.25-1107.5,0.8201016808291902
1107.5-1110.75,0.7904566746328338
1114.0-1117.25,0.7900511671482756
1117.25-1120.5,0.8326104090378403
1120.5-1123.75,0.8943956740861075
1123.75-1127.0,0.9402812153649187
1127.0-1130.25,0.9456036327918931
1133.5-1136.75,0.9312778744661212
1136.75-1140.0,0.8890192788985658
1140.0-1143.25,0.8267565056280312
1143.25-1146.5,0.7925890061052223
1149.75-1153.0,0.8100638542336217
1153.0-1156.25,0.8714048063183724
1156.25-1159.5,0.9370300291177265
1159.5-1162.75,0.9492498168100683
1166.0-1169.25,0.9404018460655418
1169.25-1172.5,0.9185821332890473
1172.5-1175.75,0.8885632083977033
1175.75-1179.0,0.838398201483375
1179.0-1182.25,0.7700388185271305
1185.5-1188.75,0.6790689592580057
1188.75-1192.0,0.5925795679541273
1192.0-1195.25,0.5469228245231397
1195.25-1198.5,0.5636617997566774
1201.75-1205.0,0.6473407251839285
1205.0-1208.25,0.7500521391457081
1208.25-1211.5,0.8387209226109767
1211.5-1214.75,0.8995737520214975
1218.0-1221.25,0.9327125942445541
1221.25-1224.5,0.9462103560726389
1224.5-1227.75,0.9570754009476888
1227.75-1231.0,0.9610123525746456
1231.0-1234.25,0.9624928810692671
1237.5-1240.75,0.9559710421062201
1240.75-1244.0,0.9559710421062201
1244.0-1247.25,0.9429386687876595
1247.25-1250.5,0.9118897896951498
1253.75-1257.0,0.8861726739846871
1257.0-1260.25,0.8853772592230865
1260.25-1263.5,0.9103703066636599
1263.5-1266.75,0.9376312513568422
1270.0-1273.25,0.9451185342876636
1273.25-1276.5,0.946331747435483
1276.5-1279.75,0.9488845666261296
1279.75-1283.0,0.9543781064318754
1283.0-1286.25,0.9670722178225766
1289.5-1292.75,0.9761711224312157
1292.75-1296.0,0.9816966929827028
1296.0-1299.25,0.9789300090792689
1299.25-1302.5,0.9808155373525007
1305.75-1309.0,0.9828307706637045
1309.0-1312.25,0.9835875501974064
1312.25-1315.5,0.9785533386185036
1315.5-1318.75,0.9856084790266878
1322.0-1325.25,0.9830829657892748
1325.25-1328.5,0.9808155373525007
1328.5-1331.75,0.9800608906259777
1331.75-1335.0,0.9828307706637045
1335.0-1338.25,0.9808155373525007
1341.5-1344.75,0.9778004324444131
1344.75-1348.0,0.9759207004349374
1348.0-1351.25,0.9737947055741626
1351.25-1354.5,0.9626163613522833
1357.75-1361.0,0.9481544878245789
1361.0-1364.25,0.9252048953512079
1364.25-1367.5,0.89382217510231
1367.5-1370.75,0.8520599964522444
1374.0-1377.25,0.8197861239710618
1377.25-1380.5,0.8222084996054625
1380.5-1383.75,0.842495193758089
1383.75-1387.0,0.8831085774535461
1387.0-1390.25,0.919761282656061
1393.5-1396.75,0.9470604227272302
1396.75-1400.0,0.956461710848593
1400.0-1403.25,0.9650892964429586
1403.25-1406.5,0.9667001099757416
1409.75-1413.0,0.9705521388416355
1413.0-1416.25,0.9669481659614736
1416.25-1419.5,0.9704276405912438
1419.5-1422.75,0.9725462844541048
1426.0-1429.25,0.9764216086859687
1429.25-1432.5,0.9689349066686126
1432.5-1435.75,0.9686863410144807
1435.75-1439.0,0.9562163450049509
1439.0-1442.25,0.9456036327918931
1445.5-1448.75,0.924493035863822
1448.75-1452.0,0.8951991909084209
1452.0-1455.25,0.8669447700308052
1455.25-1458.5,0.8310097915852809
1461.75-1465.0,0.8155902831466324
1465.0-1468.25,0.8015872265308333
1468.25-1471.5,0.8033372569164092
1471.5-1474.75,0.8133960704892124
1478.0-1481.25,0.8508584828020702
1481.25-1484.5,0.8929053415200788
1484.5-1487.75,0.9284150522705471
1487.75-1491.0,0.9424549374207882
1491.0-1494.25,0.9600265990071883
1497.5-1500.75,0.9633575757941009
1500.75-1504.0,0.9717980001519042
1504.0-1507.25,0.9621225352492051
1507.25-1510.5,0.9700542416524732
1513.75-1517.0,0.970676653064175
1517.0-1520.25,0.9669481659614736
1520.25-1523.5,0.9553580601374196
1523.5-1526.75,0.9570754009476888
1530.0-1533.25,0.9540108829963284
1533.25-1536.5,0.9399194160990308
1536.5-1539.75,0.9233078203099562
1539.75-1543.0,0.8911888125677534
1543.0-1546.25,0.8649452081493705
1549.5-1552.75,0.8296250789899815
1552.75-1556.0,0.808714043878422
1556.0-1559.25,0.8086103055221807
1559.25-1562.5,0.8288804204671054
1565.75-1569.0,0.8416310085677655
1569.0-1572.25,0.8185251102639414
1572.25-1575.5,0.7462132117793436
1575.5-1578.75,0.6257040773044745
1582.0-1585.25,0.5145252116767867
1585.25-1588.5,0.4807668152337521
1588.5-1591.75,0.5392592681770405
1591.75-1595.0,0.6826500274099736
1595.0-1598.25,0.8302638901659906
1601.5-1604.75,0.908154077056777
1604.75-1608.0,0.9430596404187015
1608.0-1611.25,0.961628962480923
1611.25-1614.5,0.9678168632731515
1617.75-1621.0,0.9716733420877869
1621.0-1624.25,0.9755451878891027
1624.25-1627.5,0.9776750044141201
1627.5-1630.75,0.9820745734017708
1634.0-1637.25,0.9784278140086476
1637.25-1640.5,0.9708011832609127
1640.5-1643.75,0.9717980001519042
1643.75-1647.0,0.9715487000142693
1647.0-1650.25,0.9673203692914659
1653.5-1656.75,0.9597803186451911
1656.75-1660.0,0.9717980001519042
1660.0-1663.25,0.9761711224312157
1663.25-1666.5,0.9747945962084255
1669.75-1673.0,0.9755451878891027
1673.0-1676.25,0.9761711224312157
1676.25-1679.5,0.9795581154085303
1679.5-1682.75,0.9757955135285754
1686.0-1689.25,0.9732951449350966
1689.25-1692.5,0.9778004324444131
1692.5-1695.75,0.9804381413824579
1695.75-1699.0,0.9683136120889979
1699.0-1702.25,0.968562082100603
1705.5-1708.75,0.9731702948236913
1708.75-1712.0,0.9730454607275213
1712.0-1715.25,0.9653369390927092
1715.25-1718.5,0.9573209872257413
1721.75-1725.0,0.9533991579088952
1725.0-1728.25,0.9430596404187015
1728.25-1731.5,0.930203283108415
1731.5-1734.75,0.9114219865293591
1738.0-1741.25,0.9064082338033521
1741.25-1744.5,0.8851501290246824
1744.5-1747.75,0.8737555030147683
1747.75-1751.0,0.855564964802675
1751.0-1754.25,0.8387209226109767
1757.5-1760.75,0.8161135865638093
1760.75-1764.0,0.7959514403963904
1764.0-1767.25,0.7776828469585587
1767.25-1770.5,0.7553629322812812
1773.75-1777.0,0.729179740952505
1777.0-1780.25,0.7138159304310547
1780.25-1783.5,0.6863380208010678
1783.5-1786.75,0.650337201739493
1790.0-1793.25,0.5946356243043316
1793.25-1796.5,0.5159131919891872
1796.5-1799.75,0.4341528417049068
1799.75-1803.0,0.39291438945953644
1803.0-1806.25,0.4049398232852288
1809.5-1812.75,0.47855164672318845
1812.75-1816.0,0.5877343057494273
1816.0-1819.25,0.6778504629560779
1819.25-1822.5,0.7467877958311548
1825.75-1829.0,0.800251540790367
1829.0-1832.25,0.8434684627956865
1832.25-1835.5,0.8805067791243141
1835.5-1838.75,0.9101367648754344
1842.0-1845.25,0.9269869430691631
1845.25-1848.5,0.9422131648038693
1848.5-1851.75,0.9537661458756521
1851.75-1855.0,0.9634811670106642
1855.0-1858.25,0.9683136120889979
1861.5-1864.75,0.9741695443141307
1864.75-1868.0,0.974919654704951
1868.0-1871.25,0.9781768130921408
1871.25-1874.5,0.9808155373525007
1877.75-1881.0,0.9816966929827028
1881.0-1884.25,0.9832090876185707
1884.25-1887.5,0.9837137367609213
1887.5-1890.75,0.9810672153676664
1894.0-1897.25,0.9801866247467471
1897.25-1900.5,0.9806897225575298
1900.5-1903.75,0.9800608906259777
1903.75-1907.0,0.9794324619102333
1907.0-1910.25,0.9796837850271847
1913.5-1916.75,0.9823265744865474
1916.75-1920.0,0.9823265744865474
1920.0-1923.25,0.9858613869143433
1923.25-1926.5,0.9858613869143433
1929.75-1933.0,0.9880137258313852
1933.0-1936.25,0.9857349248595112
1936.25-1939.5,0.986747075689241
1939.5-1942.75,0.985482049413791
1946.0-1949.25,0.9881404802384979
1949.25-1952.5,0.9870002757416688
1952.5-1955.75,0.9878869876837822
1955.75-1959.0,0.9859878651932644
1959.0-1962.25,0.9894089190417021
1965.5-1968.75,0.9861143596983561
1968.75-1972.0,0.9871269001310885
1972.0-1975.25,0.9878869876837822
1975.25-1978.5,0.9882672509072057
1981.75-1985.0,0.9861143596983561
1985.0-1988.25,0.9878869876837822
1988.25-1991.5,0.9885208410377547
1991.5-1994.75,0.986747075689241
1998.0-2001.25,0.9895358524411537
2001.25-2004.5,0.9890282165298118
2004.5-2007.75,0.9923325109248329
2007.75-2011.0,0.9875068707771762
2011.0-2014.25,0.9904248423219819
2017.5-2020.75,0.9882672509072057
2020.75-2024.0,0.9895358524411537
2024.0-2027.25,0.9882672509072057
2027.25-2030.5,0.9882672509072057
2033.75-2037.0,0.9868736675950812
2037.0-2040.25,0.9908060824312207
2040.25-2043.5,0.9864939405914726
2043.5-2046.75,0.990551906056418
2050.0-2053.25,0.9878869876837822
2053.25-2056.5,0.988647660503768
2056.5-2059.75,0.9862408704316996
2059.75-2063.0,0.9901707637485861
2063.0-2066.25,0.990551906056418
2069.5-2072.75,0.9870002757416688
2072.75-2076.0,0.9872535407654236
2076.0-2079.25,0.9870002757416688
2079.25-2082.5,0.9890282165298118
2085.75-2089.0,0.9885208410377547
2089.0-2092.25,0.9914418087504404
2092.25-2095.5,0.9908060824312207
2095.5-2098.75,0.9896628021251648
2102.0-2105.25,0.9877602657936038
2105.25-2108.5,0.9924598193981794
2108.5-2111.75,0.9881404802384979
2111.75-2115.0,0.9904248423219819
2115.0-2118.25,0.9877602657936038
2121.5-2124.75,0.990551906056418
2124.75-2128.0,0.9895358524411537
2128.0-2131.25,0.9895358524411537
2131.25-2134.5,0.9871269001310885
2137.75-2141.0,0.9908060824312207
2141.0-2144.25,0.9896628021251648
2144.25-2147.5,0.9873801976467579
2147.5-2150.75,0.9890282165298118
2154.0-2157.25,0.9909331950757708
2157.25-2160.5,0.9875068707771762
2160.5-2163.75,0.9887744962397241
2163.75-2167.0,0.9911874692896266
2167.0-2170.25,0.9900437489054447
2173.5-2176.75,0.9918234403163306
2176.75-2180.0,0.9882672509072057
2180.0-2183.25,0.9896628021251648
2183.25-2186.5,0.9895358524411537
2189.75-2193.0,0.9882672509072057
2193.0-2196.25,0.9875068707771762
2196.25-2199.5,0.9918234403163306
2199.5-2202.75,0.9872535407654236
2206.0-2209.25,0.9902977948867346
2209.25-2212.5,0.9880137258313852
2212.5-2215.75,0.9910603240278755
2215.75-2219.0,0.9872535407654236
2219.0-2222.25,0.9890282165298118
2225.5-2228.75,0.9885208410377547
2228.75-2232.0,0.988394037839596
2232.0-2235.25,0.9873801976467579
2235.25-2238.5,0.9877602657936038
2241.75-2245.0,0.9877602657936038
2245.0-2248.25,0.9878869876837822
2248.25-2251.5,0.9852292388394568
2251.5-2254.75,0.9849764931198668
2258.0-2261.25,0.9885208410377547
2261.25-2264.5,0.9832090876185707
2264.5-2267.75,0.9894089190417021
2267.75-2271.0,0.9878869876837822
2271.0-2274.25,0.9904248423219819
2277.5-2280.75,0.986747075689241
2280.75-2284.0,0.9901707637485861
2284.0-2287.25,0.9873801976467579
2287.25-2290.5,0.9899167503552205
2293.75-2297.0,0.9873801976467579
2297.0-2300.25,0.9896628021251648
2300.25-2303.5,0.9908060824312207
2303.5-2306.75,0.9943714075936237
2310.0-2313.25,0.9919506834799127
2313.25-2316.5,0.9922052187820699
2316.5-2319.75,0.9933514361439465
2319.75-2323.0,0.9925871442042038
2323.0-2326.25,0.9919506834799127
2329.5-2332.75,0.9920779429677945
2332.75-2336.0,0.9979495622528765
2336.0-2339.25,0.9915690029536876
2339.25-2342.5,0.992841842822668
2345.75-2349.0,0.9973096630713222
2349.0-2352.25,0.9998717243047445
2352.25-2355.5,0.9973096630713222
2355.5-2358.75,1.0
