bin_range,mean_transmittance
447.75-451.0,1.0
451.0-454.25,0.9778900787799003
457.5-460.75,0.9826105348053288
460.75-464.0,0.9731922998012756
464.0-467.25,0.9846405564492957
467.25-470.5,0.9849793008982001
473.75-477.0,0.9839634170044572
477.0-480.25,0.9866747720111264
480.25-483.5,0.9839634170044572
483.5-486.75,0.9762097030094635
490.0-493.25,0.9718542271494104
493.25-496.5,0.9695170254047788
496.5-499.75,0.9805846984326752
499.75-503.0,0.9752028638674649
503.0-506.25,0.9752028638674649
509.5-512.75,0.9738620268279315
512.75-516.0,0.9778900787799003
516.0-519.25,0.9788996923119845
519.25-522.5,0.9829485808688593
525.75-529.0,0.9778900787799003
529.0-532.25,0.9768815065388614
532.25-535.5,0.9822726049992946
535.5-538.75,0.9805846984326752
542.0-545.25,0.9917787162106306
545.25-548.5,0.9863354444723769
548.5-551.75,0.9904150885112186
551.75-555.0,0.988713190155234
555.0-558.25,0.99451160662224
561.5-564.75,0.9883731615836507
564.75-568.0,0.9904150885112186
568.0-571.25,0.9921199163901858
571.25-574.5,0.9921199163901858
577.75-581.0,0.9866747720111264
581.0-584.25,0.9897339779081651
584.25-587.5,0.9914376333733047
587.5-590.75,0.9934858913382877
594.0-597.25,0.9897339779081651
597.25-600.5,0.9843019284980697
600.5-603.75,0.9870142162882319
603.75-607.0,0.9839634170044572
607.0-610.25,0.9836250219284072
613.5-616.75,0.9829485808688593
616.75-620.0,0.974867481635179
620.0-623.25,0.9658556307336887
623.25-626.5,0.9635328549488534
629.75-633.0,0.9668528194116284
633.0-636.25,0.97755377238694
636.25-639.5,0.9826105348053288
639.5-642.75,0.9893935982772397
646.0-649.25,0.987693455218171
649.25-652.5,0.9883731615836507
652.5-655.75,0.9914376333733047
655.75-659.0,0.992802668937474
659.0-662.25,0.9883731615836507
665.5-668.75,0.9904150885112186
668.75-672.0,0.9826105348053288
672.0-675.25,0.9829485808688593
675.25-678.5,0.9812595127264178
681.75-685.0,0.9765455470042036
685.0-688.25,0.9768815065388614
688.25-691.5,0.9819347914107748
691.5-694.75,0.9856571394493712
698.0-701.25,0.9904150885112186
701.25-704.5,0.9890533357063489
704.5-707.75,0.9924612339523391
707.75-711.0,0.9924612339523391
711.0-714.25,0.9917787162106306
717.5-720.75,0.9921199163901858
720.75-724.0,0.992802668937474
724.0-727.25,0.9910966678378526
727.25-730.5,0.9917787162106306
733.75-737.0,0.990074474639396
737.0-740.25,0.9897339779081651
740.25-743.5,0.9863354444723769
743.5-746.75,0.9836250219284072
750.0-753.25,0.9799103482101854
753.25-756.5,0.9792364617398054
756.5-759.75,0.9819347914107748
759.75-763.0,0.9846405564492957
763.0-766.25,0.975873974514906
769.5-772.75,0.9582446076084978
