bin_range,mean_transmittance
447.75-451.0,0.9682781527904019
451.0-454.25,0.9657160714597923
457.5-460.75,0.9610365167933117
460.75-464.0,0.9669962635879681
464.0-467.25,0.9704184121822589
467.25-470.5,0.977299084638559
473.75-477.0,0.9742828076776925
477.0-480.25,0.9738526715792925
480.25-483.5,0.966142613744126
483.5-486.75,0.9610365167933117
490.0-493.25,0.9555353601234978
493.25-496.5,0.9458795715972981
496.5-499.75,0.9433767573136024
499.75-503.0,0.942543958416762
503.0-506.25,0.9429602659267947
509.5-512.75,0.9551135008353647
512.75-516.0,0.9576474531443537
516.0-519.25,0.9635861830880726
519.25-522.5,0.9584935969612218
525.75-529.0,0.9555353601234978
529.0-532.25,0.9542703409168205
532.25-535.5,0.942543958416762
535.5-538.75,0.9284983322382407
542.0-545.25,0.9309616734964365
545.25-548.5,0.9429602659267947
548.5-551.75,0.9584935969612218
551.75-555.0,0.976436339618332
555.0-558.25,0.9885843841769697
561.5-564.75,0.9925211201179945
564.75-568.0,0.9964735329097938
568.0-571.25,0.9986761147106964
571.25-574.5,0.9964735329097938
577.75-581.0,0.9951543162583942
581.0-584.25,0.9938368460985122
584.25-587.5,0.9912071360077467
587.5-590.75,0.985968572194501
594.0-597.25,0.9803246996752207
597.25-600.5,0.9678506676869744
600.5-603.75,0.9479703216889352
603.75-607.0,0.9074205701848613
607.0-610.25,0.877859867207854
613.5-616.75,0.8829138347167365
616.75-620.0,0.9231834303546509
620.0-623.25,0.9496462486407432
623.25-626.5,0.9627355436123116
629.75-633.0,0.9665693444257808
633.0-636.25,0.9618856550683617
636.25-639.5,0.9580704316411633
639.5-642.75,0.9572246613883131
646.0-649.25,0.9504853228729786
649.25-652.5,0.9379766884817126
652.5-655.75,0.9268597269344931
655.75-659.0,0.9231834303546509
659.0-662.25,0.9264505276511167
665.5-668.75,0.9248155362940409
668.75-672.0,0.9321957937945924
672.0-675.25,0.9354947853682529
675.25-678.5,0.9363213558621781
681.75-685.0,0.9334315500923315
685.0-688.25,0.9260415090251237
688.25-691.5,0.8990446500086126
691.5-694.75,0.8549061769526112
698.0-701.25,0.8259612883069941
701.25-704.5,0.8507635719903536
704.5-707.75,0.8911394726781238
707.75-711.0,0.9142581974245384
711.0-714.25,0.9297291870319891
717.5-720.75,0.9338438327884703
720.75-724.0,0.9408805655213176
724.0-727.25,0.9458795715972981
727.25-730.5,0.9555353601234978
733.75-737.0,0.9572246613883131
737.0-740.25,0.9606122287996246
740.25-743.5,0.9521656961224941
743.5-746.75,0.9330194494148729
750.0-753.25,0.9118390538631271
753.25-756.5,0.8946881639650877
756.5-759.75,0.8682218674732609
759.75-763.0,0.8132937371784553
763.0-766.25,0.7785048221798826
769.5-772.75,0.794831224886777
772.75-776.0,0.8462672572444703
776.0-779.25,0.9038213770796841
779.25-782.5,0.9496462486407432
785.75-789.0,0.9691336895219008
789.0-792.25,0.9768676168840998
792.25-795.5,0.9798918961420365
795.5-798.75,0.9798918961420365
802.0-805.25,0.9829255382500375
805.25-808.5,0.982057826280684
808.5-811.75,0.9781625919501302
811.75-815.0,0.9704184121822589
815.0-818.25,0.9640117846327027
821.5-824.75,0.9652897174896031
824.75-828.0,0.9721340253552633
828.0-831.25,0.9798918961420365
831.25-834.5,0.9868397395622514
837.75-841.0,0.9872756118535225
841.0-844.25,0.9855332769481447
844.25-847.5,0.9855332769481447
847.5-850.75,0.9864040597042302
854.0-857.25,0.985968572194501
857.25-860.5,0.9855332769481447
860.5-863.75,0.9842285439406733
863.75-867.0,0.9790268622265798
867.0-870.25,0.9751436499123693
873.5-876.75,0.9674233713139375
876.75-880.0,0.9538490401219936
880.0-883.25,0.9400499702252706
883.25-886.5,0.9305506632447498
889.75-893.0,0.9276786677926081
893.0-896.25,0.9289084360061471
896.25-899.5,0.9317842386911579
899.5-902.75,0.9293187209107279
906.0-909.25,0.9187099754156616
909.25-912.5,0.8994417445274528
912.5-915.75,0.880188862699525
915.75-919.0,0.8770849056420497
919.0-922.25,0.8755370342799573
925.5-928.75,0.8564175747996127
928.75-932.0,0.8176148598402452
932.0-935.25,0.7892352170704919
935.25-938.5,0.8011741753227634
941.75-945.0,0.8545287444406601
945.0-948.25,0.9022263214390853
948.25-951.5,0.9309616734964365
951.5-954.75,0.942543958416762
