bin_range,mean_transmittance
548.5-551.75,0.9967272538031215
551.75-555.0,0.9953756217236932
555.0-558.25,0.9950777187148403
558.25-561.5,0.9953527543340099
561.5-564.75,0.9948715232596578
564.75-568.0,0.9941045546226182
568.0-571.25,0.9933264534786226
571.25-574.5,0.9924005584746486
574.5-577.75,0.9901754670747719
577.75-581.0,0.9875907508022096
581.0-584.25,0.9860228968679956
584.25-587.5,0.9865002578147687
587.5-590.75,0.9902552592262586
590.75-594.0,0.9929719946144664
594.0-597.25,0.9948257301493866
597.25-600.5,0.9961666621539766
600.5-603.75,0.9956277667320751
603.75-607.0,0.9961437200796817
607.0-610.25,0.9962010653625052
610.25-613.5,0.9965337311274547
613.5-616.75,0.9957423992134166
616.75-620.0,0.9952839864563651
620.0-623.25,0.9954559061532121
623.25-626.5,0.99498606867024
626.5-629.75,0.995375697981837
629.75-633.0,0.9946997853092883
633.0-636.25,0.9942989939779158
636.25-639.5,0.9951006401951189
639.5-642.75,0.9937841211131435
642.75-646.0,0.9931549236633421
646.0-649.25,0.9926977234256464
649.25-652.5,0.9916924353992853
652.5-655.75,0.9920121697504674
655.75-659.0,0.992549115028425
659.0-662.25,0.9924462678389412
662.25-665.5,0.9916924385539969
665.5-668.75,0.9902777015721737
668.75-672.0,0.9903233656649062
672.0-675.25,0.9896053265245139
675.25-678.5,0.9890243860822513
678.5-681.75,0.9895141296167194
681.75-685.0,0.9900042312686632
685.0-688.25,0.9904829407181868
688.25-691.5,0.9909278613763106
691.5-694.75,0.9917837862677781
694.75-698.0,0.99233200824035
698.0-701.25,0.9923777291794206
701.25-704.5,0.9934065103459502
704.5-707.75,0.9940014089737028
707.75-711.0,0.9936581565460487
711.0-714.25,0.9933036131534698
714.25-717.5,0.9934522552460484
717.5-720.75,0.9947226751423777
720.75-724.0,0.9949975350808598
724.0-727.25,0.9955246093759624
727.25-730.5,0.9947340861733595
730.5-733.75,0.9953297850932101
733.75-737.0,0.9952724952415668
737.0-740.25,0.9959029068607995
740.25-743.5,0.9956850866680607
743.5-746.75,0.9949174453404025
746.75-750.0,0.9944363709498528
750.0-753.25,0.9940358629682575
753.25-756.5,0.9930062928896888
756.5-759.75,0.9928576810693815
759.75-763.0,0.9918180734746145
763.0-766.25,0.991441312253861
766.25-769.5,0.9912586725570381
769.5-772.75,0.9927205813986058
772.75-776.0,0.9939671333741331
776.0-779.25,0.994367680091468
779.25-782.5,0.9952267572833247
782.5-785.75,0.9955131498226748
785.75-789.0,0.9957080160679637
789.0-792.25,0.996361642718009
792.25-795.5,0.9964878321849479
795.5-798.75,0.9967017084211027
798.75-802.0,0.995765327293434
802.0-805.25,0.9948028023430545
805.25-808.5,0.995009046860487
808.5-811.75,0.9959946371325663
811.75-815.0,0.9955131991729971
815.0-818.25,0.9945508665224407
818.25-821.5,0.9937496758441418
821.5-824.75,0.9930520219928956
824.75-828.0,0.9920693051998852
828.0-831.25,0.9911902011987004
831.25-834.5,0.9907338486937836
834.5-837.75,0.9907680688731987
837.75-841.0,0.9908479153455358
841.0-844.25,0.9918180671643926
844.25-847.5,0.9923777144472612
847.5-850.75,0.9935553317945426
850.75-854.0,0.9948028023430545
854.0-857.25,0.9953871052894554
857.25-860.5,0.9963846114704464
860.5-863.75,0.9969941269592075
863.75-867.0,0.996750248948453
867.0-870.25,0.9970563814428506
870.25-873.5,0.9973109789038688
873.5-876.75,0.9969070533861069
876.75-880.0,0.9976226561479837
880.0-883.25,0.997325905572626
883.25-886.5,0.9975079640370357
886.5-889.75,0.9980220847843906
889.75-893.0,0.9985945695688757
893.0-896.25,0.9976216331159606
896.25-899.5,0.9972646109608638
899.5-902.75,0.9964534152428547
902.75-906.0,0.9969920266986344
906.0-909.25,0.9969678826908039
909.25-912.5,0.9958685583009417
912.5-915.75,0.994367680091468
915.75-919.0,0.9916699599401647
919.0-922.25,0.9882166387613376
922.25-925.5,0.986386228051752
925.5-928.75,0.9861477821584794
928.75-932.0,0.9894237190683388
932.0-935.25,0.9917837768027726
935.25-938.5,0.9935669599000543
938.5-941.75,0.9955360744713497
941.75-945.0,0.9956965446371677
945.0-948.25,0.9955704586733244
948.25-951.5,0.9951120949999247
951.5-954.75,0.9952839484627272
954.75-958.0,0.9951121319318053
958.0-961.25,0.9956392405377466
961.25-964.5,0.9968142786121116
964.5-967.75,0.9966599343310478
967.75-971.0,0.9979827239197683
971.0-974.25,0.9982126181693591
974.25-977.5,0.9977172936410339
977.5-980.75,0.9978147222855681
980.75-984.0,0.9981011641422932
984.0-987.25,0.9974891949525749
987.25-990.5,0.998203773295468
990.5-993.75,0.9979336157199659
993.75-997.0,0.9984090293459577
997.0-1000.25,0.9978242517511544
1000.25-1003.5,0.9974615581756461
1003.5-1006.75,0.9971518515379733
1006.75-1010.0,0.9977964416275564
1010.0-1013.25,0.9980799954140143
1013.25-1016.5,0.9995188754930971
1016.5-1019.75,0.998774120549299
1019.75-1023.0,0.9987503457188893
1023.0-1026.25,0.9976637700201871
1026.25-1029.5,0.9984692629126057
1029.5-1032.75,0.9990172239386375
1032.75-1036.0,0.9979250868273196
1036.0-1039.25,0.997031776556631
1039.25-1042.5,0.9986742586133621
1042.5-1045.75,0.9992733811250039
1045.75-1049.0,0.9991511670803628
1049.0-1052.25,0.9987043198798924
1052.25-1055.5,0.9989364615411866
1055.5-1058.75,0.9986601031647702
1058.75-1062.0,0.9977621172437648
1062.0-1065.25,0.998383741561286
1065.25-1068.5,0.9995603029423347
1068.5-1071.75,0.9973869917725596
1071.75-1075.0,0.9981558502475627
1075.0-1078.25,0.9978048257141627
1078.25-1081.5,0.997394230774427
1081.5-1084.75,0.9970317399165418
1084.75-1088.0,0.9989051722413693
1088.0-1091.25,0.9989764494654568
1091.25-1094.5,0.9984677685390553
1094.5-1097.75,0.9982635912498932
1097.75-1101.0,0.9956277667320751
1101.0-1104.25,0.9978723356165925
1104.25-1107.5,0.9974153476859466
1107.5-1110.75,0.9962928188711547
1110.75-1114.0,0.9962928782963894
1114.0-1117.25,0.9953641626980162
1117.25-1120.5,0.9949631585331095
1120.5-1123.75,0.9956622554558199
1123.75-1127.0,0.996686805462084
1127.0-1130.25,0.998472021788946
1130.25-1133.5,0.9957653653054479
1133.5-1136.75,0.9946311110601666
1136.75-1140.0,0.9944363709498528
1140.0-1143.25,0.9937725583029237
1143.25-1146.5,0.9943333365075064
1146.5-1149.75,0.9940242993370736
1149.75-1153.0,0.9933150142253289
1153.0-1156.25,0.9945396613926496
1156.25-1159.5,0.9945053199097448
1159.5-1162.75,0.9914869445810907
1162.75-1166.0,0.9858095660676987
1166.0-1169.25,0.9755813948690815
1169.25-1172.5,0.9697214450797904
1172.5-1175.75,0.9694203973689124
1175.75-1179.0,0.9780913555374278
1179.0-1182.25,0.9857050918675466
1182.25-1185.5,0.9909172774719562
1185.5-1188.75,0.9937383156210047
1188.75-1192.0,0.9960634403810438
1192.0-1195.25,0.9972783713360632
1195.25-1198.5,0.9991100108986675
1198.5-1201.75,0.997309830707833
1201.75-1205.0,0.9982651099218365
1205.0-1208.25,0.9963464689301442
1208.25-1211.5,0.995192315567061
1211.5-1214.75,0.9969321459629079
1214.75-1218.0,0.9990239670269694
1218.0-1221.25,0.9951808451969666
1221.25-1224.5,0.9965222501836959
1224.5-1227.75,0.9971604421779618
1227.75-1231.0,0.9955934429695144
1231.0-1234.25,0.9970322357068377
1234.25-1237.5,0.9965634860050593
1237.5-1240.75,0.9940815272223169
1240.75-1244.0,0.994115854202909
1244.0-1247.25,0.9932236360639883
1247.25-1250.5,0.9911562984243854
1250.5-1253.75,0.9890016132163549
1253.75-1257.0,0.9865913953401916
1257.0-1260.25,0.9813238804981114
1260.25-1263.5,0.9714931224056663
1263.5-1266.75,0.9619156708257023
1266.75-1270.0,0.9515787008972085
1270.0-1273.25,0.9419923747917134
1273.25-1276.5,0.9407343453316891
1276.5-1279.75,0.9472165041644043
1279.75-1283.0,0.9618353404148736
1283.0-1286.25,0.9725389415857036
1286.25-1289.5,0.9785485565371808
1289.5-1292.75,0.982351981219394
1292.75-1296.0,0.9840043084767001
1296.0-1299.25,0.9842082790060094
1299.25-1302.5,0.9853080032310297
1302.5-1305.75,0.9860456011456243
1305.75-1309.0,0.9861477784985608
1309.0-1312.25,0.9863635224679883
1312.25-1315.5,0.9862045457278548
1315.5-1318.75,0.9877842270611975
1318.75-1322.0,0.9903235754261188
1322.0-1325.25,0.9931550882135406
1325.25-1328.5,0.9947111818382736
1328.5-1331.75,0.9962011374584829
1331.75-1335.0,0.9967892615948011
1335.0-1338.25,0.9965910898796512
1338.25-1341.5,0.9966822163134343
1341.5-1344.75,0.9977974801772533
1344.75-1348.0,0.9977756475032202
1348.0-1351.25,0.9979494706000884
1351.25-1354.5,0.9979894504331168
1354.5-1357.75,0.9978278012838514
1357.75-1361.0,0.9974679626454221
1361.0-1364.25,0.9972515403394436
1364.25-1367.5,0.9981437690201002
1367.5-1370.75,0.998194908932692
1370.75-1374.0,0.9980000269162742
1374.0-1377.25,0.9980591947599102
1377.25-1380.5,0.9981104450943176
1380.5-1383.75,0.9984163860147862
1383.75-1387.0,0.9983467498574028
1387.0-1390.25,0.9982138699660037
1390.25-1393.5,0.9982759516112671
1393.5-1396.75,0.9978354996112357
1396.75-1400.0,0.9976934017058432
1400.0-1403.25,0.997820568510962
1403.25-1406.5,0.9976703147601651
1406.5-1409.75,0.9978369916598574
1409.75-1413.0,0.9974724296484123
1413.0-1416.25,0.9972445274720041
1416.25-1419.5,0.9961781230240558
1419.5-1422.75,0.995879979836976
1422.75-1426.0,0.9952610528376686
1426.0-1429.25,0.9946195697716645
1429.25-1432.5,0.9945050731443539
1432.5-1435.75,0.9946539265378955
1435.75-1439.0,0.9951693687594405
1439.0-1442.25,0.9969672006241712
1442.25-1445.5,0.9976475815848828
1445.5-1448.75,0.9976487214177692
1448.75-1452.0,0.9976773209177605
1452.0-1455.25,0.9972418741007638
1455.25-1458.5,0.9966696136901425
1458.5-1461.75,0.9976164459964683
1461.75-1465.0,0.9975767070483448
1465.0-1468.25,0.9978487102321973
1468.25-1471.5,0.9975741803114917
1471.5-1474.75,0.9967901833368618
1474.75-1478.0,0.9971108758500803
1478.0-1481.25,0.9972315268574596
1481.25-1484.5,0.9972833080528856
1484.5-1487.75,0.9968377017314618
1487.75-1491.0,0.9960634403810438
1491.0-1494.25,0.9962698915865327
1494.25-1497.5,0.9950549805648317
1497.5-1500.75,0.9936353046426759
1500.75-1504.0,0.992217768372178
1504.0-1507.25,0.9898904651135375
1507.25-1510.5,0.98912690514565
1510.5-1513.75,0.9898217668283731
1513.75-1517.0,0.990403123656959
1517.0-1520.25,0.9916924858746676
1520.25-1523.5,0.9930634549268071
1523.5-1526.75,0.9944592755477639
1526.75-1530.0,0.9954788360810901
1530.0-1533.25,0.9959029068607995
1533.25-1536.5,0.9960175974245616
1536.5-1539.75,0.995513253009713
1539.75-1543.0,0.9951464544017177
1543.0-1546.25,0.9953412438550487
1546.25-1549.5,0.9957768106036408
1549.5-1552.75,0.9953756217236932
1552.75-1556.0,0.995123547166666
1556.0-1559.25,0.9941503485334495
1559.25-1562.5,0.9943563038411487
1562.5-1565.75,0.994665374750246
1565.75-1569.0,0.9942532272206919
1569.0-1572.25,0.9936810366340526
1572.25-1575.5,0.993520882866941
1575.5-1578.75,0.9923662880927817
1578.75-1582.0,0.9918637799373637
1582.0-1585.25,0.9905969808454465
1585.25-1588.5,0.9888538462245204
1588.5-1591.75,0.9846851780577062
1591.75-1595.0,0.9801600561370971
1595.0-1598.25,0.9742110967880584
1598.25-1601.5,0.9644247960036065
1601.5-1604.75,0.9588418915769743
1604.75-1608.0,0.95779377106866
1608.0-1611.25,0.9611083038807631
1611.25-1614.5,0.9636004629992516
1614.5-1617.75,0.9616399096341753
1617.75-1621.0,0.9555038371412713
1621.0-1624.25,0.9516932992549039
1624.25-1627.5,0.9533162588577285
1627.5-1630.75,0.9596073429844798
1630.75-1634.0,0.9704283670744356
1634.0-1637.25,0.9777031175527888
1637.25-1640.5,0.9836203415708091
1640.5-1643.75,0.9881482690834372
1643.75-1647.0,0.9892065878877828
1647.0-1650.25,0.9895938910360065
1650.25-1653.5,0.987955026373577
1653.5-1656.75,0.9858866821801691
1656.75-1660.0,0.9835970853360883
1660.0-1663.25,0.9793933846797028
1663.25-1666.5,0.9778382015612777
1666.5-1669.75,0.9776130760612172
1669.75-1673.0,0.9803300011585758
1673.0-1676.25,0.9831889751360074
1676.25-1679.5,0.9868186490659112
1679.5-1682.75,0.9902664849952845
1682.75-1686.0,0.992572286382954
1686.0-1689.25,0.9946195697716645
1689.25-1692.5,0.9954788197195161
1692.5-1695.75,0.9956277733304709
1695.75-1699.0,0.9959258386366847
1699.0-1702.25,0.9956048547520291
1702.25-1705.5,0.996361646944095
1705.5-1708.75,0.9967921290093876
1708.75-1712.0,0.9969440879072531
1712.0-1715.25,0.9963272540372539
1715.25-1718.5,0.9960863758533922
1718.5-1721.75,0.997000153751758
1721.75-1725.0,0.9976853614660206
1725.0-1728.25,0.9980302389155343
1728.25-1731.5,0.9980388602312779
1731.5-1734.75,0.9971665794967903
1734.75-1738.0,0.9978429654496527
1738.0-1741.25,0.9981099945917028
1741.25-1744.5,0.9979777307750288
1744.5-1747.75,0.9978564166613771
1747.75-1751.0,0.9972370377777622
1751.0-1754.25,0.9975619801466238
1754.25-1757.5,0.9980741396718679
1757.5-1760.75,0.997811258820349
1760.75-1764.0,0.9976204660827361
1764.0-1767.25,0.997742919735761
1767.25-1770.5,0.9975440900726915
1770.5-1773.75,0.9978624961792202
1773.75-1777.0,0.9980914866703872
1777.0-1780.25,0.9980591947599102
1780.25-1783.5,0.9982014597536867
1783.5-1786.75,0.998196767008892
1786.75-1790.0,0.9988309476216822
1790.0-1793.25,0.9982495065777583
1793.25-1796.5,0.9986029662440262
1796.5-1799.75,0.9983673097846802
1799.75-1803.0,0.9983899484777841
1803.0-1806.25,0.9986783847404479
1806.25-1809.5,0.9986002043719246
1809.5-1812.75,0.9985665179054527
1812.75-1816.0,0.9987503636669001
1816.0-1819.25,0.998662764346427
1819.25-1822.5,0.9989218665395819
1822.5-1825.75,0.9985418133069438
1825.75-1829.0,0.9983201801585599
1829.0-1832.25,0.9983683392602072
1832.25-1835.5,0.9985582411602021
1835.5-1838.75,0.9985055888543685
1838.75-1842.0,0.998531799314907
1842.0-1845.25,0.9983881135696691
1845.25-1848.5,0.9984525963565252
1848.5-1851.75,0.9988144115260944
1851.75-1855.0,0.9988157760174295
1855.0-1858.25,0.9986261864293543
1858.25-1861.5,0.9984843238375627
1861.5-1864.75,0.9985122562684496
1864.75-1868.0,0.9983821394803868
1868.0-1871.25,0.9983459311438474
1871.25-1874.5,0.9985621492746898
1874.5-1877.75,0.998430524571442
1877.75-1881.0,0.9984796115512276
1881.0-1884.25,0.9984400652719235
1884.25-1887.5,0.998296618869277
1887.5-1890.75,0.9980749395310577
1890.75-1894.0,0.9982697244073471
1894.0-1897.25,0.9981542275180999
1897.25-1900.5,0.9983651210797615
1900.5-1903.75,0.9982345564317378
1903.75-1907.0,0.9982315685253513
1907.0-1910.25,0.9979363694609984
1910.25-1913.5,0.9981274511456466
1913.5-1916.75,0.9984536317903117
1916.75-1920.0,0.9986258412760842
1920.0-1923.25,0.9983997188954101
1923.25-1926.5,0.9985600799299469
1926.5-1929.75,0.9984463879204588
1929.75-1933.0,0.9985093823566489
1933.0-1936.25,0.9985216828666352
1936.25-1939.5,0.9983196063855078
1939.5-1942.75,0.9983117926972209
1942.75-1946.0,0.9987313902048415
1946.0-1949.25,0.9984851309402835
1949.25-1952.5,0.9985997510527178
1952.5-1955.75,0.9986472260485398
1955.75-1959.0,0.9985953754484156
1959.0-1962.25,0.9988050789267913
1962.25-1965.5,0.999047644067559
1965.5-1968.75,0.9988722556497636
1968.75-1972.0,0.9987059166404963
1972.0-1975.25,0.9986039969441518
1975.25-1978.5,0.9989830527165162
1978.5-1981.75,0.9988509621109969
1981.75-1985.0,0.9986140021308434
1985.0-1988.25,0.9984651246123888
1988.25-1991.5,0.9986502163606586
1991.5-1994.75,0.9988681961996118
1994.75-1998.0,0.9989179333718813
1998.0-2001.25,0.9987448091118407
2001.25-2004.5,0.9987256069158283
2004.5-2007.75,0.9988475299896643
2007.75-2011.0,0.9986721756183989
2011.0-2014.25,0.9987773280132486
2014.25-2017.5,0.998496852019049
2017.5-2020.75,0.9984351266942304
2020.75-2024.0,0.9985132930938964
2024.0-2027.25,0.998268804967376
2027.25-2030.5,0.9984519131784289
2030.5-2033.75,0.9986190590536179
2033.75-2037.0,0.998922809582093
2037.0-2040.25,0.9989713483510717
2040.25-2043.5,0.9987233080079772
2043.5-2046.75,0.9985869881280076
2046.75-2050.0,0.9984460426721633
2050.0-2053.25,0.9985461709016773
2053.25-2056.5,0.9987674150977631
2056.5-2059.75,0.9986152639240307
2059.75-2063.0,0.9986824004003316
2063.0-2066.25,0.9986106662109013
2066.25-2069.5,0.9986490656264069
2069.5-2072.75,0.9986895373265416
2072.75-2076.0,0.9988665635110572
2076.0-2079.25,0.9989296409166195
2079.25-2082.5,0.9987546516311705
2082.5-2085.75,0.9987765470209196
2085.75-2089.0,0.9986987355097386
2089.0-2092.25,0.998690128448962
2092.25-2095.5,0.998419375330436
2095.5-2098.75,0.9985637652541692
2098.75-2102.0,0.9987922871643518
2102.0-2105.25,0.9985304198762099
2105.25-2108.5,0.999110678431542
2108.5-2111.75,0.9988656076143124
2111.75-2115.0,0.9987656446375388
2115.0-2118.25,0.9989741966733567
2118.25-2121.5,0.9989119761473697
2121.5-2124.75,0.9987775455415424
2124.75-2128.0,0.9989161281703643
2128.0-2131.25,0.9989420846460306
2131.25-2134.5,0.9990112985343957
2134.5-2137.75,0.9989828677236077
2137.75-2141.0,0.9990193496440224
2141.0-2144.25,0.9988626387220594
2144.25-2147.5,0.9988961125777808
2147.5-2150.75,0.9989246266665139
2150.75-2154.0,0.9988325363947339
2154.0-2157.25,0.9987506759195508
2157.25-2160.5,0.9987889106751928
2160.5-2163.75,0.9989242816502304
2163.75-2167.0,0.9987629278834711
2167.0-2170.25,0.9991584140985497
2170.25-2173.5,0.9989453968663018
2173.5-2176.75,0.9989332262321886
2176.75-2180.0,0.9990953366526968
2180.0-2183.25,0.9990103784087618
2183.25-2186.5,0.9988067889232066
2186.5-2189.75,0.998922211617836
2189.75-2193.0,0.9987166724636153
2193.0-2196.25,0.9988693339762722
2196.25-2199.5,0.99905535045903
2199.5-2202.75,0.9989433267273455
2202.75-2206.0,0.9988329386948509
2206.0-2209.25,0.9987740975161917
2209.25-2212.5,0.9985860620139279
2212.5-2215.75,0.998857709165353
2215.75-2219.0,0.9988787072819809
2219.0-2222.25,0.9988623611517229
2222.25-2225.5,0.9990625967288363
2225.5-2228.75,0.9989495643409089
2228.75-2232.0,0.9989912693805894
2232.0-2235.25,0.9991955702372424
2235.25-2238.5,0.998993003400966
2238.5-2241.75,0.9987920142594898
2241.75-2245.0,0.9992450372174155
2245.0-2248.25,0.999151751631002
2248.25-2251.5,0.9987854693181912
2251.5-2254.75,0.998917841368144
2254.75-2258.0,0.9991082113017901
2258.0-2261.25,0.9991668140362426
2261.25-2264.5,0.9988663436059622
2264.5-2267.75,0.9988561893683814
2267.75-2271.0,0.9986469961047479
2271.0-2274.25,0.998664932126165
2274.25-2277.5,0.9985150156259347
2277.5-2280.75,0.9985137516340443
2280.75-2284.0,0.9985966444174448
2284.0-2287.25,0.9985614594926324
2287.25-2290.5,0.9986057228679638
2290.5-2293.75,0.9987564800506171
2293.75-2297.0,0.9986394078804094
2297.0-2300.25,0.9987267369184758
2300.25-2303.5,0.9990283635808339
2303.5-2306.75,0.9988972097440331
2306.75-2310.0,0.9987110388505156
2310.0-2313.25,0.9987322082346896
2313.25-2316.5,0.99874472834517
2316.5-2319.75,0.9985937661194071
2319.75-2323.0,0.9989430162163815
2323.0-2326.25,0.998795805871024
2326.25-2329.5,0.9987474766450205
2329.5-2332.75,0.9985807823530866
2332.75-2336.0,0.9987185875489877
2336.0-2339.25,0.9989152882678093
2339.25-2342.5,0.9988186662909013
2342.5-2345.75,0.998875366524465
2345.75-2349.0,0.9985159349303244
2349.0-2352.25,0.998855110126109
2352.25-2355.5,0.998691837339198
2355.5-2358.75,0.9985623792021482
2358.75-2362.0,0.9985622669745537
2362.0-2365.25,0.9987846633709938
2365.25-2368.5,0.9986042268812462
2368.5-2371.75,0.9986176783164387
2371.75-2375.0,0.9985700857774729
2375.0-2378.25,0.9989053979407285
2378.25-2381.5,0.9986272266068315
2381.5-2384.75,0.9987855782356907
2384.75-2388.0,0.9988379853198215
2388.0-2391.25,0.9987472017869887
2391.25-2394.5,0.9989230396165882
2394.5-2397.75,0.9989587846924946
2397.75-2401.0,0.9987859857206358
2401.0-2404.25,0.9989355345668469
2404.25-2407.5,0.9989179816829348
2407.5-2410.75,0.9989364722978635
2410.75-2414.0,0.9986884144795943
2414.0-2417.25,0.9985995166026926
2417.25-2420.5,0.9987649888611813
2420.5-2423.75,0.9986636676633185
2423.75-2427.0,0.9986053799414076
2427.0-2430.25,0.9983623623251546
2430.25-2433.5,0.9987601364535559
2433.5-2436.75,0.9987493693491389
2436.75-2440.0,0.9989875366272953
2440.0-2443.25,0.9987183971891855
2443.25-2446.5,0.9986447184086343
2446.5-2449.75,0.9987106934431952
2449.75-2453.0,0.999050864625052
2453.0-2456.25,0.9988330188186514
2456.25-2459.5,0.9986551601731146
2459.5-2462.75,0.9988727605561338
2462.75-2466.0,0.9989298540567324
2466.0-2469.25,0.9993129159641404
2469.25-2472.5,0.9992128258824267
2472.5-2475.75,0.999028206033101
2475.75-2479.0,0.9989911499287276
2479.0-2482.25,0.9989276168126301
2482.25-2485.5,0.9989265933136919
2485.5-2488.75,0.9992910560698487
2488.75-2492.0,0.9991304616196589
2492.0-2495.25,0.9991643957949067
2495.25-2498.5,0.9993669896013724
2498.5-2501.75,0.9990805402177787
2501.75-2505.0,0.999149786927152
2505.0-2508.25,0.9989319658614441
2508.25-2511.5,0.9990881317908848
2511.5-2514.75,0.998812226741007
2514.75-2518.0,0.9988247264673475
2518.0-2521.25,0.9990225702939686
2521.25-2524.5,0.9987905853106706
2524.5-2527.75,0.998602157869581
2527.75-2531.0,0.9988253973965071
2531.0-2534.25,0.9983830518681672
2534.25-2537.5,0.9986493647172389
2537.5-2540.75,0.9988769013256009
2540.75-2544.0,0.9990175093840682
2544.0-2547.25,0.998865017866229
2547.25-2550.5,0.9986220531778442
2550.5-2553.75,0.9988177003244085
2553.75-2557.0,0.9983340873320106
2557.0-2560.25,0.9987882325595359
2560.25-2563.5,0.9989584319398174
2563.5-2566.75,0.9987037950382773
2566.75-2570.0,0.9986899980263704
2570.0-2573.25,0.9985692770505189
2573.25-2576.5,0.99861963356126
2576.5-2579.75,0.9985354781860052
2579.75-2583.0,0.9986062965665565
2583.0-2586.25,0.9987235713778101
2586.25-2589.5,0.9987048294666702
2589.5-2592.75,0.9985777852096054
2592.75-2596.0,0.9984462725728872
2596.0-2599.25,0.9985158215029755
2599.25-2602.5,0.9983771991415009
2602.5-2605.75,0.9987169024266541
2605.75-2609.0,0.9983391709833325
2609.0-2612.25,0.9984026144480056
2612.25-2615.5,0.9986617128159739
2615.5-2618.75,0.9988068913892032
2618.75-2622.0,0.9985626091318036
2622.0-2625.25,0.9984402951712711
2625.25-2628.5,0.9984828282999966
2628.5-2631.75,0.9987418458072576
2631.75-2635.0,0.9987077042495232
2635.0-2638.25,0.9991313818532455
2638.25-2641.5,0.9986575792968133
2641.5-2644.75,0.998718952069474
2644.75-2648.0,0.9987178222793384
2648.0-2651.25,0.9990532811090558
2651.25-2654.5,0.9990302141838986
2654.5-2657.75,0.9992726477595911
2657.75-2661.0,0.9987743373538204
2661.0-2664.25,0.9990380461482651
2664.25-2667.5,0.9986062963174765
2667.5-2670.75,0.9985184647742409
2670.75-2674.0,0.9989030107589005
2674.0-2677.25,0.9990858313080941
2677.25-2680.5,0.9989566134700831
2680.5-2683.75,0.998686688475196
2683.75-2687.0,0.9988970027399305
2687.0-2690.25,0.9989378294047759
2690.25-2693.5,0.9992037414886186
2693.5-2696.75,0.9990222199543173
2696.75-2700.0,0.9988898726247993
2700.0-2703.25,0.9988444035638298
2703.25-2706.5,0.998947705674943
2706.5-2709.75,0.998538467030033
2709.75-2713.0,0.9987526746661148
2713.0-2716.25,0.9987640982212929
2716.25-2719.5,0.9994383270346594
2719.5-2722.75,0.9994245226248237
2722.75-2726.0,0.9989434260908969
2726.0-2729.25,0.9990430432937277
2729.25-2732.5,0.9991313883168962
2732.5-2735.75,0.9989321808114908
2735.75-2739.0,0.9991955702372424
2739.0-2742.25,0.999368140132023
2742.25-2745.5,0.999274948683139
2745.5-2748.75,0.9989442237870335
2748.75-2752.0,0.9988048556763915
2752.0-2755.25,0.9989282841605838
2755.25-2758.5,0.9992568919767977
2758.5-2761.75,0.9990145189688714
