bin_range,mean_transmittance
447.75-451.0,0.9471771468413194
451.0-454.25,0.9408096362078759
457.5-460.75,0.8705887203748546
460.75-464.0,0.8093226036222019
464.0-467.25,0.8158000958364489
467.25-470.5,0.8479329930885364
473.75-477.0,0.8466340851260564
477.0-480.25,0.7769834870591192
480.25-483.5,0.8510585085939075
483.5-486.75,0.8597132080597945
490.0-493.25,0.7832021500069948
493.25-496.5,0.8026504083903306
496.5-499.75,0.8716570839168775
499.75-503.0,0.7841632750520577
503.0-506.25,0.7616519950481597
509.5-512.75,0.9071018945481755
512.75-516.0,0.8492338938386028
516.0-519.25,0.863146750738561
519.25-522.5,0.8772875396470305
525.75-529.0,0.9021094826679412
529.0-532.25,0.8916599947359996
532.25-535.5,0.9486303082005483
535.5-538.75,0.946596505776633
542.0-545.25,0.8004385895022033
545.25-548.5,0.8125548951286903
548.5-551.75,0.8518416859355424
551.75-555.0,0.8163005065535041
555.0-558.25,0.9321955963202804
561.5-564.75,0.8445599697665898
564.75-568.0,0.8644709924706384
568.0-571.25,0.8337539395432675
571.25-574.5,0.8463745423993545
577.75-581.0,0.9118423166271822
581.0-584.25,0.8248546062830461
584.25-587.5,0.9138014482133101
587.5-590.75,0.8772875396470305
594.0-597.25,0.8927542163907967
597.25-600.5,0.8832251252353394
600.5-603.75,0.8810613677983296
603.75-607.0,0.877018599848667
607.0-610.25,0.8816018096946712
613.5-616.75,0.8780948539693854
616.75-620.0,0.8843089958405015
620.0-623.25,0.8810613677983296
623.25-626.5,0.9182952840873537
629.75-633.0,0.8853941965431159
633.0-636.25,0.8813315473209099
636.25-639.5,0.8832251252353394
639.5-642.75,0.8883853701233264
646.0-649.25,0.8856657047377331
649.25-652.5,0.8856657047377331
652.5-655.75,0.885122771581596
655.75-659.0,0.8864807289754429
659.0-662.25,0.8859372961909711
665.5-668.75,0.8856657047377331
668.75-672.0,0.887024495100878
672.0-675.25,0.8878407697506497
675.25-678.5,0.8889303045531624
681.75-685.0,0.8900211764040807
685.0-688.25,0.8905671142353607
688.25-691.5,0.8924805351539231
691.5-694.75,0.8938497808455814
698.0-701.25,0.8902941034728598
701.25-704.5,0.8900211764040807
704.5-707.75,0.8930279815526596
707.75-711.0,0.8902941034728598
711.0-714.25,0.8938497808455814
717.5-720.75,0.8911133869441956
720.75-724.0,0.8957702547114852
724.0-727.25,0.8987964822723759
727.25-730.5,0.8979701350164495
733.75-737.0,0.8960449447485308
737.0-740.25,0.8954956488829575
740.25-743.5,0.8968695203690402
743.5-746.75,0.8963197190199168
750.0-753.25,0.8990721003091585
753.25-756.5,0.8990721003091585
756.5-759.75,0.9023861166440192
