,y_values
400.625,0.9975826106914314
403.875,0.9958916110220821
407.125,0.9972667590740245
410.375,0.9981243609396134
413.625,0.9980792185005679
416.875,0.9980340173059907
420.125,0.9960499050325126
423.375,0.9953304170545756
426.625,0.9969792560125986
429.875,0.9974245866217795
433.125,0.9977405116197005
436.375,0.9985871845344712
439.625,0.9984742486296373
442.875,0.9982372603859512
446.125,0.9977406456352306
449.375,0.9978252143228763
452.625,0.9975149078941583
455.875,0.9967818088768188
459.125,0.9962745634327504
462.375,0.9970918251144119
465.625,0.9979098308628738
468.875,0.9974585595800276
472.125,0.995861637555603
475.375,0.9940234120890249
478.625,0.9947733340667284
481.875,0.9962745878357209
485.125,0.9978533070833794
488.375,0.9977686650101691
491.625,0.9972516971053128
494.875,0.9964998760118364
498.125,0.9961338014165301
501.375,0.9958239297153519
504.625,0.9963871729857695
507.875,0.9962744869546708
511.125,0.9958240528247595
514.375,0.9950638712173994
517.625,0.9953359533922078
520.875,0.994998218016927
524.125,0.993798518528044
527.375,0.9924508960982245
530.625,0.9894245784314867
533.875,0.9887533091413774
537.125,0.990955170579683
540.375,0.9899847889415717
543.625,0.98953633775975
546.875,0.9874129955974684
550.125,0.9813669714278553
553.375,0.9682149626456313
556.625,0.9569046270576549
559.875,0.931815965855752
563.125,0.8192480217071323
566.375,0.6171266313151179
569.625,0.5252209841635547
572.875,0.6854416817762354
576.125,0.859381179504603
579.375,0.9327009043478266
582.625,0.9533458822186556
585.875,0.9641280534727203
589.125,0.9731942899293319
592.375,0.9799025726387038
595.625,0.9829551626452077
598.875,0.9847736770576546
602.125,0.9864633476205203
605.375,0.9836804992918227
608.625,0.9883625535418903
611.875,0.9894994882347895
615.125,0.9905441467029693
618.375,0.9902646685153209
621.625,0.9908804124679881
624.875,0.9905441530388885
628.125,0.9888092415773505
631.375,0.9875797715304271
634.625,0.9845128102479945
637.875,0.9841232583685054
641.125,0.9819548551248127
644.375,0.9856268753418732
647.625,0.9821233832741256
650.875,0.983344135787301
654.125,0.9834558164150591
657.375,0.9805121745114436
660.625,0.9827326066560704
663.875,0.9765834300137166
667.125,0.9760342991101694
670.375,0.9668590508752504
673.625,0.9523778936159187
676.875,0.9303486851323208
680.125,0.9195010256401716
683.375,0.916853013023643
686.625,0.9189879657111133
689.875,0.9294343369909618
693.125,0.942569798138907
696.375,0.9543154772973944
699.625,0.960643049788798
702.875,0.9634179075969556
706.125,0.9609695643935285
709.375,0.9527439770966307
712.625,0.9322177563651548
715.875,0.8816967629904459
719.125,0.8348392975853391
722.375,0.7832848810293702
725.625,0.7586588318791437
728.875,0.7757652141359467
732.125,0.8191257073572175
735.375,0.8751998081860732
738.625,0.9223133290450376
741.875,0.9465354062181834
745.125,0.960643049788798
748.375,0.9671318708134445
751.625,0.9682790044761411
754.875,0.9687173283755399
758.125,0.9669656862947229
761.375,0.9657633761850347
764.625,0.962329339496313
