,y_values
400.625,0.9059743091356094
403.875,0.905231229208864
407.125,0.9046634555692427
410.375,0.9040524770508551
413.625,0.903180214531212
416.875,0.9026140929920194
420.125,0.8992117497821752
423.375,0.9001342900791716
426.625,0.9009505768568865
429.875,0.9033110512594442
433.125,0.9012208256616707
436.375,0.9020369520066001
439.625,0.9033981696668398
442.875,0.9034853669726945
446.125,0.9037798469985017
449.375,0.903180196126183
452.625,0.903180196126183
455.875,0.9029078080875564
459.125,0.9030349198750837
462.375,0.902962380332952
465.625,0.9026356040199357
468.875,0.9014927671191345
472.125,0.8997722330610246
475.375,0.8985607287072555
478.625,0.8978923460080809
481.875,0.8980730549971293
485.125,0.8965932767346665
488.375,0.8953141855128424
491.625,0.8937131426494332
494.875,0.893497488587896
498.125,0.8946663379447958
501.375,0.8958005187392142
504.625,0.8969540325555805
507.875,0.8958724959249525
511.125,0.8946483957602815
514.375,0.8938569452763064
517.625,0.8940010168352304
520.875,0.8948641017588331
524.125,0.8955843870400981
527.375,0.8952244573168219
530.625,0.8930666485646107
533.875,0.8917743014807771
537.125,0.8900548867391729
540.375,0.8888383561773446
543.625,0.8850594927084352
546.875,0.8815782551114141
550.125,0.8698205362579582
553.375,0.8461290149988464
556.625,0.8037023064986597
559.875,0.664055351366101
563.125,0.3862161706979453
566.375,0.15497046091515945
569.625,0.11823936414567383
572.875,0.2324760303374881
576.125,0.4838463375516474
579.375,0.6805968047226174
582.625,0.7791566178886942
585.875,0.8158778193935583
589.125,0.8514220643822427
592.375,0.8685621440262482
595.625,0.8745479037937537
598.875,0.8818608618537747
602.125,0.8848470775143047
605.375,0.8946253525027021
608.625,0.8908423411405516
611.875,0.8923486625179256
615.125,0.8927828125492392
618.375,0.8938590142735336
621.625,0.8900935874953735
624.875,0.8907347653800246
628.125,0.8910578818776551
631.375,0.8911655355815844
634.625,0.8948295373783162
637.875,0.8931022904536903
641.125,0.8979696912051227
644.375,0.886339932482846
647.625,0.8888026788494472
650.875,0.8844351979637259
654.125,0.8788858151733462
657.375,0.8759257190734897
660.625,0.8629133739536194
663.875,0.8609382089672961
667.125,0.840625967150489
670.375,0.8021607433419341
673.625,0.7384935467673124
676.875,0.6546067938838429
680.125,0.6319320758370726
683.375,0.6378663996141383
686.625,0.6971248298426236
689.875,0.7272169619156144
693.125,0.7492372248411333
696.375,0.7718960489006399
699.625,0.7897790331214276
702.875,0.8052861358529905
706.125,0.8113195501512236
709.375,0.7991729947385933
712.625,0.7695400278083193
715.875,0.7303801886330241
719.125,0.7083384226083353
722.375,0.7134916531866278
725.625,0.7224942581650285
728.875,0.7167223382091247
732.125,0.6641393304540475
735.375,0.5939723619729264
738.625,0.5468839778952952
741.875,0.5352744917193522
745.125,0.5491320601486334
748.375,0.5786173550759028
751.625,0.6248054368896409
754.875,0.6789643578210386
758.125,0.7258144329935153
761.375,0.7449789473072506
764.625,0.7463358917866723
767.875,0.7252891822987289
771.125,0.6986621242575446
774.375,0.6464604135894056
777.625,0.5936455272331802
780.875,0.5635415186164683
784.125,0.5524548619604247
787.375,0.5570061624154787
790.625,0.5670419638813199
793.875,0.5730260722719289
797.125,0.567315696764149
800.375,0.5579478391983784
803.625,0.5382354284638236
806.875,0.5126356442723409
810.125,0.4890720004321528
813.375,0.4572288231677228
816.625,0.4206034203011192
819.875,0.35616702308069825
823.125,0.2937178902178226
826.375,0.2577707291373011
829.625,0.22125607301203346
832.875,0.18066049672989504
836.125,0.12281719788741496
839.375,0.09161276690958342
842.625,0.08953647655495937
845.875,0.10376067778939285
849.125,0.13807530143059035
852.375,0.1936158022376557
855.625,0.27169397015345387
858.875,0.3583320053222528
862.125,0.4820657698596999
865.375,0.5825762826177237
868.625,0.6298007884561234
871.875,0.6622189434020156
875.125,0.6861312502916536
878.375,0.6973146669135007
881.625,0.701872780082642
884.875,0.700350108067036
888.125,0.6951305891274331
891.375,0.6894506732125028
894.625,0.6820044368294542
897.875,0.6660652864896706
901.125,0.6550668163804728
904.375,0.6337646331631537
907.625,0.6040498766805703
910.875,0.5639035127924553
914.125,0.5201119114820985
917.375,0.4889539962573052
920.625,0.46805749070226566
923.875,0.4542594806040368
927.125,0.45480790024742085
930.375,0.47339623544731985
933.625,0.5042923731529141
936.875,0.5405860071857164
940.125,0.5829981813647048
943.375,
946.625,0.6281312493965752
949.875,0.6651016113406533
953.125,0.6949628667644503
956.375,0.7164178532478203
959.625,0.7323238866280894
962.875,0.7435421621734146
966.125,0.7512975974052517
969.375,0.7408556546106151
972.625,
975.875,0.7216230550852352
979.125,0.7015341226815386
982.375,0.6838171679221452
985.625,0.6715525460835837
988.875,0.6733374966131148
992.125,
995.375,0.6862968412320027
998.625,0.710049784577863
1001.875,0.7388917201800284
1005.125,0.7705769252098308
1008.375,
1011.625,0.8034269582673637
1014.875,0.8242428718475278
1018.125,0.8332420908106066
1021.375,0.8348522077748732
1024.625,
1027.875,0.8342480496288732
1031.125,0.8332420908106066
1034.375,0.8310332491543775
1037.625,
1040.875,0.8294304975297523
1044.125,0.8202744796369454
1047.375,0.7999447638264781
1050.625,
1053.875,0.7893979604792158
1057.125,0.7835147921065038
1060.375,0.7844607160139181
1063.625,
1066.875,0.7953253037296075
1070.125,0.8139647546790184
1073.375,
1076.625,0.8262342616401921
1079.875,0.8318357859979946
1083.125,0.828230462676534
1086.375,
1089.625,0.8262342616401921
1092.875,0.8246407654635801
1096.125,
1099.375,0.8214629869536032
1102.625,0.8204724447090358
1105.875,
1109.125,0.8216612388600921
1112.375,0.828230462676534
1115.625,
1118.875,0.8344493870828426
1122.125,0.8453940755407358
1125.375,
1128.625,0.8515363663496476
1131.875,
1135.125,0.849894071897551
1138.375,0.8535936978546563
1141.625,
1144.875,0.858137340448898
1148.125,0.8579302875227925
1151.375,
1154.625,0.8604182233212473
1157.875,
1161.125,0.8542118660195835
1164.375,0.8552431412861203
1167.625,
1170.875,0.8523587032517764
1174.125,
1177.375,0.8513309061184856
1180.625,0.8537997041880568
1183.875,
1187.125,0.8480502763319849
1190.375,
1193.625,0.8460063055813637
1196.875,
1200.125,0.8546242268174191
1203.375,0.8527701694569381
1206.625,
1209.875,0.8540057602390329
1213.125,
1216.375,0.8472320961052472
1219.625,
1222.875,0.8523587032517764
1226.125,
1229.375,0.8515363663496476
1232.625,
1235.875,0.8568957720227861
1239.125,0.8589660519755361
1242.375,
1245.625,0.8702323024879184
1248.875,
1252.125,0.8738095764154409
1255.375,
1258.625,0.8786728350303428
1261.875,
1265.125,0.8696025408012814
1268.375,
1271.625,0.8780369651769614
1274.875,
1278.125,0.877825110833491
1281.375,
1284.625,0.8810083001422221
1287.875,
1291.125,0.8740204616496919
1294.375,
1297.625,0.8670880481591621
1300.875,
1304.125,0.877825110833491
