,y_values
400.625,0.9745903472330865
403.875,0.9734967683700205
407.125,0.9673138507932639
410.375,0.9802124300104472
413.625,0.985180200413436
416.875,0.9847493728402636
420.125,0.9852728363267628
423.375,0.9917962010173819
426.625,0.995714681920379
429.875,0.9978784744877472
433.125,0.9977395787497142
436.375,0.9912942560365854
439.625,0.9882778177753264
442.875,0.9935876451642344
446.125,0.9959476517575582
449.375,0.9939276640730474
452.625,0.9961034913796692
455.875,0.9988296061998359
459.125,0.9991675878761871
462.375,0.9980497254217129
465.625,0.9960256564976384
468.875,0.9937741033917573
472.125,0.9878919203668673
475.375,0.9885092404036079
478.625,0.9895391897183182
481.875,0.9891276779496924
485.125,0.981740586035198
488.375,0.9773033690468422
491.625,0.9836842398659744
494.875,0.9809249676573571
498.125,0.9864315128450063
501.375,0.9886131777296795
504.625,0.9900557903921064
507.875,0.9822532958004627
511.125,0.983478842043826
514.375,0.9807457294484436
517.625,0.9785786218194041
520.875,0.9633113878979639
524.125,0.9596067098055958
527.375,0.9595070602829482
530.625,0.9679501310229689
533.875,0.9768547995709906
537.125,0.985125485791444
540.375,0.9850359446866306
543.625,0.9875914026884278
546.875,0.9840974351808555
550.125,0.9873836120973025
553.375,0.980226189917842
556.625,0.9731927819527365
559.875,0.9764392014333798
563.125,0.9635536148751761
566.375,0.9464213458054492
569.625,0.9516996207829329
572.875,0.9584314923600697
576.125,0.9562386133599906
579.375,0.972186307763863
582.625,0.953838097926021
585.875,0.9671615515103151
589.125,0.9561124765502393
592.375,0.955305486515901
595.625,0.9565410853985612
598.875,0.9454304267800735
602.125,0.9382749563270414
605.375,0.9053020525779881
608.625,0.9132544013195651
611.875,0.855416788692991
615.125,0.6650277153411344
618.375,0.45484288944913287
621.625,0.2697393618599348
624.875,0.13375366387032284
628.125,0.19296899553327226
631.375,0.4070536617752947
634.625,0.6253530526214419
637.875,0.6975722491521945
641.125,0.5919963860256242
644.375,0.3840366227935067
647.625,0.18798710780730649
650.875,0.1456274982125291
654.125,0.21978198456164091
657.375,0.3941135577006865
660.625,0.5048733931961862
663.875,0.39507787124126786
667.125,0.21270550511725322
670.375,0.27796078302959915
673.625,0.44427796069324904
676.875,0.5514917156285382
680.125,0.72534497046233
683.375,0.7776710237020756
686.625,0.8032743282928605
689.875,0.8301344325057326
693.125,0.8420325455526925
696.375,0.8465112976683717
699.625,0.8650777699062856
702.875,0.8676504345965212
706.125,0.8391292388690588
709.375,0.7825448812529523
712.625,0.7004968426002854
715.875,0.6615879210110077
719.125,0.7023796705484747
722.375,0.7188046699664636
725.625,0.6852594447200757
728.875,0.6061486411355621
732.125,0.4885831655533422
735.375,0.24784854212079904
738.625,0.06309256415554927
741.875,0.06468190196337513
745.125,0.15648356585419873
748.375,0.3614903261762838
751.625,0.4649101586924737
754.875,0.48731826311589493
758.125,0.543327740217604
761.375,0.5991320053264698
764.625,0.5950660754530901
767.875,0.49938384514409667
771.125,0.4723756940241672
774.375,0.5343553327087741
777.625,0.6449671153186075
780.875,0.6479401058364536
784.125,0.53390635103549
787.375,0.33732559649550437
790.625,0.1468232070142105
793.875,0.05726659950387434
797.125,0.04567818509413143
800.375,0.06223135682879901
803.625,0.119016991864965
806.875,0.2383409757601826
810.125,0.36404041853391
813.375,0.4905711904434845
816.625,0.5972634657154988
819.875,0.703477201873852
823.125,0.7750039000308359
826.375,0.8111661327434292
829.625,0.841359647583247
832.875,0.8604962519142366
836.125,0.8654855657525542
839.375,0.8426747172704926
842.625,0.8056109414863932
845.875,0.7319453515396619
849.125,0.6038289694391058
852.375,0.49580896816814274
855.625,0.47163850926773454
858.875,0.5194302894836662
862.125,0.7126206991345219
865.375,0.8615720684464674
868.625,0.9023371686687206
871.875,0.9188337795421263
875.125,0.925747868978001
878.375,0.9185468158023344
881.625,0.895877719889615
884.875,0.8387356618595578
888.125,0.7376835211217044
891.375,0.6021338354256337
894.625,0.4853887451497708
897.875,0.4345773867065648
901.125,0.4562780911521336
904.375,0.525304260283303
907.625,0.613908668868645
910.875,0.6737977431483274
914.125,0.7001891278555579
917.375,0.7141044739661111
920.625,0.7450940683181706
923.875,0.7985956863430878
927.125,0.8329916634014757
930.375,0.8437282528206076
933.625,0.8332518988068282
936.875,0.8020956443852737
940.125,0.757531901935786
943.375,
946.625,0.6971338406385738
949.875,0.628264302305156
953.125,0.5598671046572185
956.375,0.5142641462553602
959.625,0.49907196571395784
962.875,0.5272769749005151
966.125,0.5869068224995454
969.375,0.6712768466930937
972.625,
975.875,0.7577685629135951
979.125,0.8272870021503195
982.375,0.8715873532534489
985.625,0.8800681155619438
988.875,0.8978387287652574
992.125,
995.375,0.9185468158023344
998.625,0.9353397729312674
1001.875,0.9485800072432891
1005.125,0.9575107907783079
1008.375,
1011.625,0.9635113102059808
1014.875,0.9656203639184996
1018.125,0.9701553232535645
1021.375,0.9707615915077419
1024.625,
1027.875,0.9734944905675893
1031.125,0.9734944905675893
1034.375,0.974711580664912
1037.625,
1040.875,0.972582670427876
1044.125,0.9734944905675893
1047.375,0.9689439224041035
1050.625,
1053.875,0.9620076641473041
1057.125,0.9560165090698906
1060.375,0.9459170508166191
1063.625,
1066.875,0.9315493368323879
1070.125,0.9043123167913905
1073.375,
1076.625,0.8745872605173094
1079.875,0.84822049338772
1083.125,0.8358587285699247
1086.375,
1089.625,0.8350758244753975
1092.875,0.8392598035029047
1096.125,
1099.375,0.8374267394225633
1102.625,0.8434647455136401
1105.875,
1109.125,0.8588850453475741
1112.375,0.8836490766799477
1115.625,
1118.875,0.9128263245584168
1122.125,0.9280641078523625
1125.375,
1128.625,0.9335884281917
1131.875,
1135.125,0.9303861420006894
1138.375,0.9234374109139059
1141.625,
1144.875,0.8975583220528865
1148.125,0.8369037425799266
1151.375,
1154.625,0.6786559530498754
1157.875,
1161.125,0.5078786622624345
1164.375,0.4366183448825664
1167.625,
1170.875,0.42690837520973857
1174.125,
1177.375,0.47474243718565523
1180.625,0.5584698025297992
1183.875,
1187.125,0.6327942074366074
1190.375,
1193.625,0.6906316147778933
1196.875,
1200.125,0.7457926123063896
1203.375,0.8061143828708133
1206.625,
1209.875,0.8642674979009877
1213.125,
1216.375,0.915682103026854
1219.625,
1222.875,0.9527372926904605
1226.125,
1229.375,0.9783719884097613
1232.625,
1235.875,0.9823529439602331
1239.125,0.9860420478916694
1242.375,
1245.625,0.985118475127177
1248.875,
1252.125,0.9863500978557944
1255.375,
1258.625,0.9894358955546723
1261.875,
1265.125,0.9931515986272161
1268.375,
1271.625,0.9950146795902244
1274.875,
1278.125,0.9897450057927005
1281.375,
1284.625,0.9891268818557917
1287.875,
1291.125,0.9780664301129802
1294.375,
1297.625,0.9563151787381386
1300.875,
1304.125,0.9248807705409686
1307.375,
1310.625,
1313.875,0.88392513799696
1317.125,
1320.375,0.8535361134293344
1323.625,
1326.875,0.8142123659610836
1330.125,
1333.375,0.8099002350362494
1336.625,
1339.875,0.8516718678354536
1343.125,
1346.375,0.8847538395226305
1349.625,
1352.875,
1356.125,0.9237259025273334
1359.375,
1362.625,0.9584084806606912
1365.875,
1369.125,0.9737986205421035
1372.375,
1375.625,
1378.875,0.9897450057927005
1382.125,
1385.375,0.9894358955546723
1388.625,
1391.875,0.9900542126000369
1395.125,
1398.375,
1401.625,0.9805135710279648
1404.875,
1408.125,0.9731904555768216
1411.375,
1414.625,
1417.875,0.9599065010905231
1421.125,
1424.375,0.9450310609874113
1427.625,
1430.875,
1434.125,0.9292243996118866
1437.375,
1440.625,0.9165405774871762
1443.875,
1447.125,
1450.375,0.9065749235041973
1453.625,
1456.875,0.8983998050234344
1460.125,
1463.375,
1466.625,0.9065749235041973
1469.875,
1473.125,
1476.375,0.9179731571622844
1479.625,
1482.875,0.9647159190514055
1486.125,
1489.375,
1492.625,0.9590074080926514
1495.875,
1499.125,
1502.375,0.9365091609311963
1505.625,
1508.875,
1512.125,0.8889090156495049
1515.375,
1518.625,0.8010940940956782
1521.875,
1525.125,
1528.375,0.7840128791628151
1531.625,
1534.875,
1538.125,0.7788869007942724
1541.375,
1544.625,
1547.875,0.8231627113737574
1551.125,
1554.375,
1557.625,0.8572768556291486
1560.875,
1564.125,
1567.375,0.8781459202606114
1570.625,
1573.875,
1577.125,0.8880764221929468
1580.375,
1583.625,
1586.875,0.8902984063869352
1590.125,
1593.375,
1596.625,0.8911330830082457
1599.875,
1603.125,
1606.375,0.8778716638684634
1609.625,
1612.875,
1616.125,
1619.375,0.8786946901134676
1622.625,
1625.875,
1629.125,0.8905765450248713
1632.375,
1635.625,
1638.875,0.9228606979579602
1642.125,
1645.375,
1648.625,0.9479875920200562
1651.875,
1655.125,
1658.375,
1661.625,0.9737986205421035
1664.875,
1668.125,
1671.375,0.9811263123454181
1674.625,
1677.875,
1681.125,
1684.375,0.9878917918488779
1687.625,
1690.875,
1694.125,0.982659841409274
1697.375,
1700.625,
1703.875,
1707.125,0.9872748252968431
1710.375,
1713.625,
1716.875,0.9894358955546723
1720.125,
1723.375,
1726.625,
1729.875,0.9897450057927005
1733.125,
1736.375,
1739.625,
1742.875,0.988200419692578
1746.125,
1749.375,
1752.625,
1755.875,0.9950146795902244
1759.125,
1762.375,
1765.625,0.9953255326993865
1768.875,
1772.125,
1775.375,
1778.625,0.9872748252968431
1781.875,
1785.125,
1788.375,
1791.625,0.9940827026422793
1794.875,
1798.125,
1801.375,
1804.625,0.9925313471760865
1807.875,
1811.125,
1814.375,
1817.625,0.9931515986272161
1820.875,
1824.125,
1827.375,
1830.625,0.9845032405903988
1833.875,
1837.125,
1840.375,
1843.625,0.9829668347363238
1846.875,
1850.125,
1853.375,
1856.625,
1859.875,0.9734944905675893
1863.125,
1866.375,
1869.625,
1872.875,0.9692466307329969
1876.125,
1879.375,
1882.625,
1885.875,0.9635113102059808
1889.125,
1892.375,
1895.625,
1898.875,
1902.125,0.9476915231654501
1905.375,
1908.625,
1911.875,
1915.125,0.9412013512372277
1918.375,
1921.625,
1924.875,
1928.125,
1931.375,0.9295146991417866
1934.625,
1937.875,
1941.125,
1944.375,0.9379729520850816
1947.625,
1950.875,
1954.125,
1957.375,
1960.625,0.9202699435589817
1963.875,
1967.125,
1970.375,
1973.625,
1976.875,0.9332968563832345
1980.125,
1983.375,
1986.625,
1989.875,
1993.125,0.9327139859228675
1996.375,
1999.625,
2002.875,
2006.125,
2009.375,0.9465081721198264
2012.625,
2015.875,
2019.125,
2022.375,
2025.625,0.9382659847552988
2028.875,
2032.125,
2035.375,
2038.625,
2041.875,0.9482837533697038
2045.125,
2048.375,
2051.625,
2054.875,
2058.125,0.9668276095619882
2061.375,
2064.625,
2067.875,
2071.125,
2074.375,0.9512504604551419
2077.625,
2080.875,
2084.125,
2087.375,
2090.625,0.962909569958912
2093.875,
2097.125,
2100.375,
2103.625,
2106.875,
2110.125,0.9563151787381386
2113.375,
2116.625,
2119.875,
2123.125,
2126.375,0.9805135710279648
2129.625,
2132.875,
2136.125,
2139.375,
2142.625,
2145.875,0.9515476411593966
2149.125,
2152.375,
2155.625,
2158.875,
2162.125,
2165.375,1.0
2168.625,
2171.875,
2175.125,
2178.375,
2181.625,
2184.875,0.9789833914120762
2188.125,
2191.375,
2194.625,
2197.875,
2201.125,0.9857340941355547
2204.375,
2207.625,
2210.875,
2214.125,
2217.375,
2220.625,0.9875832603936674
2223.875,
2227.125,
2230.375,
2233.625,
2236.875,
2240.125,
2243.375,
2246.625,
2249.875,
2253.125,
2256.375,
2259.625,
2262.875,
2266.125,
2269.375,
2272.625,
2275.875,
2279.125,
2282.375,
2285.625,
2288.875,
2292.125,
2295.375,
2298.625,
2301.875,
2305.125,
2308.375,
2311.625,
2314.875,
2318.125,
2321.375,
2324.625,
2327.875,
2331.125,
2334.375,
2337.625,
2340.875,
2344.125,
2347.375,
2350.625,
2353.875,
2357.125,
2360.375,
2363.625,
2366.875,
2370.125,
2373.375,
2376.625,
2379.875,
2383.125,
2386.375,
2389.625,
2392.875,
2396.125,
2399.375,
2402.625,
2405.875,
2409.125,
2412.375,
2415.625,
2418.875,
2422.125,
2425.375,
2428.625,
2431.875,
2435.125,
2438.375,
2441.625,
2444.875,
2448.125,
2451.375,
2454.625,
2457.875,
2461.125,
2464.375,
2467.625,
2470.875,
2474.125,
2477.375,
2480.625,
2483.875,
2487.125,
2490.375,
2493.625,
2496.875,
2500.125,
2503.375,
2506.625,
2509.875,
2513.125,
2516.375,
2519.625,
2522.875,
2526.125,
2529.375,
2532.625,
2535.875,
2539.125,
2542.375,
2545.625,
2548.875,
2552.125,
2555.375,
2558.625,
2561.875,
2565.125,
2568.375,
2571.625,
2574.875,
2578.125,
2581.375,
2584.625,
2587.875,
2591.125,
2594.375,
2597.625,
2600.875,
2604.125,
2607.375,
2610.625,
2613.875,
2617.125,
2620.375,
2623.625,
2626.875,
2630.125,
2633.375,
2636.625,
2639.875,
2643.125,
2646.375,
2649.625,
2652.875,
2656.125,
2659.375,
2662.625,
2665.875,
2669.125,
2672.375,
2675.625,
2678.875,
2682.125,
2685.375,
2688.625,
2691.875,
2695.125,
2698.375,
2701.625,
2704.875,
2708.125,
2711.375,
2714.625,
2717.875,
2721.125,
2724.375,
2727.625,
2730.875,
2734.125,
2737.375,
2740.625,
2743.875,
2747.125,
2750.375,
2753.625,
2756.875,
2760.125,
2763.375,
2766.625,
2769.875,
2773.125,
2776.375,
2779.625,
2782.875,
2786.125,
2789.375,
2792.625,
2795.875,
2799.125,
2802.375,
2805.625,
2808.875,
2812.125,
2815.375,
2818.625,
2821.875,
2825.125,
2828.375,
2831.625,
2834.875,
2838.125,
2841.375,
2844.625,
2847.875,
2851.125,
2854.375,
2857.625,
2860.875,
2864.125,
2867.375,
2870.625,
2873.875,
2877.125,
2880.375,
2883.625,
2886.875,
2890.125,
2893.375,
2896.625,
2899.875,
2903.125,
2906.375,
2909.625,
2912.875,
2916.125,
2919.375,
2922.625,
2925.875,
2929.125,
2932.375,
2935.625,
2938.875,
2942.125,
2945.375,
2948.625,
2951.875,
2955.125,
2958.375,
2961.625,
2964.875,
2968.125,
2971.375,
2974.625,
2977.875,
2981.125,
2984.375,
2987.625,
2990.875,
2994.125,
2997.375,
3000.625,
3003.875,
3007.125,
3010.375,
3013.625,
3016.875,
3020.125,
3023.375,
3026.625,
3029.875,
3033.125,
3036.375,
3039.625,
3042.875,
3046.125,
3049.375,
3052.625,
3055.875,
3059.125,
3062.375,
3065.625,
3068.875,
3072.125,
3075.375,
3078.625,
3081.875,
3085.125,
3088.375,
3091.625,
3094.875,
3098.125,
3101.375,
3104.625,
3107.875,
3111.125,
3114.375,
3117.625,
3120.875,
3124.125,
3127.375,
3130.625,
3133.875,
3137.125,
3140.375,
3143.625,
3146.875,
3150.125,
3153.375,
3156.625,
3159.875,
3163.125,
3166.375,
3169.625,
3172.875,
3176.125,
3179.375,
3182.625,
3185.875,
3189.125,
3192.375,
3195.625,
3198.875,
3202.125,
3205.375,
3208.625,
3211.875,
3215.125,
3218.375,
3221.625,
3224.875,
3228.125,
3231.375,
3234.625,
3237.875,
3241.125,
3244.375,
3247.625,
3250.875,
3254.125,
3257.375,
3260.625,
3263.875,
3267.125,
3270.375,
3273.625,
3276.875,
3280.125,
3283.375,
3286.625,
3289.875,
3293.125,
3296.375,
3299.625,
3302.875,
3306.125,
3309.375,
3312.625,
3315.875,
3319.125,
3322.375,
3325.625,
3328.875,
3332.125,
3335.375,
3338.625,
3341.875,
3345.125,
3348.375,
3351.625,
3354.875,
3358.125,
3361.375,
3364.625,
3367.875,
3371.125,
3374.375,
3377.625,
3380.875,
3384.125,
3387.375,
3390.625,
3393.875,
3397.125,
3400.375,
3403.625,
3406.875,
3410.125,
3413.375,
3416.625,
3419.875,
3423.125,
3426.375,
3429.625,
3432.875,
3436.125,
3439.375,
3442.625,
3445.875,
3449.125,
3452.375,
3455.625,
3458.875,
3462.125,
3465.375,
3468.625,
3471.875,
3475.125,
3478.375,
3481.625,
3484.875,
3488.125,
3491.375,
3494.625,
3497.875,
3501.125,
3504.375,
3507.625,
3510.875,
3514.125,
3517.375,
3520.625,
3523.875,
3527.125,
3530.375,
3533.625,
3536.875,
3540.125,
3543.375,
3546.625,
3549.875,
3553.125,
3556.375,
3559.625,
3562.875,
3566.125,
3569.375,
3572.625,
3575.875,
3579.125,
3582.375,
3585.625,
3588.875,
3592.125,
3595.375,
3598.625,
3601.875,
3605.125,
3608.375,
3611.625,
3614.875,
3618.125,
3621.375,
3624.625,
3627.875,
3631.125,
3634.375,
3637.625,
3640.875,
3644.125,
3647.375,
3650.625,
3653.875,
3657.125,
3660.375,
3663.625,
3666.875,
3670.125,
3673.375,
3676.625,
3679.875,
3683.125,
3686.375,
3689.625,
3692.875,
3696.125,
3699.375,
3702.625,
3705.875,
3709.125,
3712.375,
3715.625,
3718.875,
3722.125,
3725.375,
3728.625,
3731.875,
3735.125,
3738.375,
3741.625,
3744.875,
3748.125,
3751.375,
3754.625,
3757.875,
3761.125,
3764.375,
3767.625,
3770.875,
3774.125,
3777.375,
3780.625,
3783.875,
3787.125,
3790.375,
3793.625,
3796.875,
3800.125,
3803.375,
3806.625,
3809.875,
3813.125,
3816.375,
3819.625,
3822.875,
3826.125,
3829.375,
3832.625,
3835.875,
3839.125,
3842.375,
3845.625,
3848.875,
3852.125,
3855.375,
3858.625,
3861.875,
3865.125,
3868.375,
3871.625,
3874.875,
3878.125,
3881.375,
3884.625,
3887.875,
3891.125,
3894.375,
3897.625,
3900.875,
3904.125,
3907.375,
3910.625,
3913.875,
3917.125,
3920.375,
3923.625,
3926.875,
3930.125,
3933.375,
3936.625,
3939.875,
3943.125,
3946.375,
3949.625,
3952.875,
3956.125,
3959.375,
3962.625,
3965.875,
3969.125,
3972.375,
3975.625,
3978.875,
3982.125,
3985.375,
3988.625,
3991.875,
3995.125,
3998.375,
