x,y
12.0,0.5
13.0,0.5
18.0,1.6
30.0,42.14
32.0,0.5
37.0,2.7
38.0,7.01
39.0,19.32
40.0,2.5
44.0,0.3
46.0,11.71
50.0,45.64
51.0,28.13
52.0,13.71
53.0,4.8
54.0,1.8
55.0,4.5
60.0,1.3
61.0,4.9
62.0,13.21
63.0,32.83
64.0,10.31
65.0,16.92
66.0,2.1
68.0,2.1
69.0,1.5
71.0,2.2
73.0,3.0
74.0,20.72
75.0,37.73
76.0,59.25
77.0,11.11
78.0,5.1
79.0,4.2
80.0,2.7
81.0,1.5
84.0,0.9
85.0,0.8
86.0,1.7
87.0,3.6
89.0,39.44
90.0,27.12
91.0,4.0
92.0,6.41
93.0,1.9
94.0,1.0
95.0,1.0
96.0,0.6
97.0,1.4
98.0,3.8
99.0,1.8
101.0,33.73
102.0,99.99
103.0,10.11
104.0,2.2
105.0,4.1
106.0,8.41
107.0,1.2
110.0,1.2
116.0,3.1
117.0,9.71
118.0,39.04
119.0,5.91
120.0,6.61
121.0,2.3
131.0,1.6
132.0,1.7
134.0,2.6
135.0,1.1
136.0,3.3
147.0,48.14
148.0,15.91
149.0,2.6
150.0,4.7
151.0,1.5
161.0,0.9
162.0,1.6
164.0,0.7
177.0,6.11
178.0,1.8
194.0,36.83
195.0,3.2
