x,y
11.0,0.4
12.0,0.8
13.0,0.8
14.0,0.3
15.0,1.3
16.0,0.6
17.0,0.7
19.0,0.1
25.0,1.0
26.0,5.5
27.0,5.71
28.0,1.5
29.0,3.8
30.0,4.8
31.0,1.0
35.0,0.2
36.0,1.6
37.0,5.0
38.0,9.71
39.0,11.91
40.0,0.7
41.0,1.6
42.0,0.8
43.0,0.8
44.0,2.7
45.0,17.12
46.0,0.6
49.0,6.81
50.0,24.62
51.0,32.13
52.0,6.01
53.0,3.0
54.0,1.3
55.0,1.2
59.0,0.9
60.0,0.7
61.0,5.2
62.0,7.51
63.0,11.01
64.0,1.7
65.0,10.91
66.0,1.0
68.0,0.8
69.0,0.7
71.0,0.7
74.0,18.52
75.0,29.83
76.0,17.52
77.0,11.51
78.0,2.0
79.0,1.5
80.0,1.2
81.0,1.1
82.0,1.0
83.0,0.8
84.0,0.6
85.0,1.3
86.0,1.0
87.0,1.7
89.0,5.0
91.0,53.25
92.0,3.7
93.0,0.7
96.0,1.4
97.0,0.9
98.0,3.6
99.0,5.1
101.0,16.51
102.0,31.73
103.0,39.04
104.0,4.1
105.0,1.8
106.0,0.4
107.0,0.4
108.0,0.3
109.0,0.3
113.0,0.7
117.0,0.2
118.0,1.7
119.0,1.1
121.0,0.5
123.0,0.6
127.0,0.2
128.0,0.4
129.0,0.9
130.0,1.4
131.0,0.7
133.0,2.9
134.0,0.1
135.0,0.2
141.0,0.4
143.0,0.3
147.0,99.99
148.0,10.21
149.0,0.9
153.0,0.2
155.0,0.3
156.0,0.4
157.0,1.5
163.0,0.2
165.0,0.4
169.0,0.4
171.0,0.4
179.0,0.4
180.0,1.1
181.0,2.5
182.0,1.9
183.0,2.4
184.0,0.4
185.0,0.3
191.0,0.2
192.0,0.2
207.0,0.2
208.0,0.5
209.0,0.8
211.0,0.9
226.0,8.71
227.0,2.4
228.0,8.61
229.0,0.5
