x,y
27.0,0.73
29.0,0.15
30.0,0.24
36.0,0.03
38.0,0.13
39.0,0.82
41.0,0.09
43.0,0.09
44.0,0.85
50.0,0.33
51.0,0.54
52.0,0.16
55.0,0.03
57.0,0.01
63.0,0.3
65.0,0.13
74.0,0.15
77.0,0.18
87.0,0.06
93.0,0.04
123.0,0.08
124.0,0.2
125.0,0.37
126.0,0.18
131.0,0.05
136.0,0.17
137.0,0.72
138.0,0.65
143.0,0.16
144.0,0.17
148.0,0.27
149.0,1.16
150.0,1.9
151.0,0.98
152.0,0.15
155.0,0.14
156.0,0.24
157.0,0.37
158.0,0.48
161.0,0.68
162.0,3.66
163.0,7.82
164.0,11.98
165.0,0.52
169.0,0.18
170.0,0.27
171.0,0.66
187.0,0.18
200.0,0.23
202.0,0.18
211.0,0.15
213.0,0.17
223.0,0.18
224.0,0.33
225.0,0.22
226.0,0.35
228.0,0.23
235.0,0.14
237.0,0.2
238.0,0.15
248.0,0.38
249.0,0.3
250.0,0.33
252.0,0.21
261.0,0.34
262.0,0.18
263.0,0.32
272.0,0.32
273.0,0.32
274.0,0.81
275.0,0.37
276.0,0.54
277.0,0.16
285.0,0.42
286.0,0.17
287.0,0.49
288.0,0.2
289.0,0.66
290.0,0.2
292.0,0.2
296.0,0.61
297.0,0.37
298.0,1.48
299.0,0.92
300.0,1.87
301.0,0.69
302.0,0.9
303.0,0.34
304.0,0.25
305.0,0.13
306.0,0.35
309.0,0.18
311.0,0.61
312.0,0.26
313.0,1.05
314.0,0.32
315.0,1.59
316.0,2.53
317.0,0.64
318.0,0.32
320.0,0.36
321.0,0.26
322.0,1.74
323.0,1.18
324.0,6.76
325.0,3.0
326.0,17.83
327.0,7.66
328.0,99.99
329.0,30.0
330.0,4.81
