x,y
25.0,0.11
26.0,0.7
27.0,2.87
29.0,1.26
31.0,0.2
36.0,0.14
37.0,0.12
38.0,0.46
39.0,4.8
40.0,0.62
41.0,2.7
42.0,1.07
43.0,99.99
44.0,2.49
45.0,0.84
49.0,0.11
50.0,1.87
51.0,5.75
52.0,1.57
53.0,1.12
54.0,0.33
55.0,5.36
56.0,0.38
57.0,0.93
58.0,0.17
59.0,0.13
61.0,0.13
62.0,0.47
63.0,2.18
64.0,0.75
65.0,5.39
66.0,0.6
67.0,0.49
68.0,0.25
69.0,1.45
70.0,0.51
71.0,0.92
72.0,0.1
73.0,0.17
74.0,0.51
75.0,0.78
76.0,0.92
77.0,6.63
78.0,5.49
79.0,1.95
80.0,0.42
81.0,0.49
82.0,0.22
83.0,0.79
84.0,0.21
85.0,0.24
86.0,0.19
87.0,0.23
88.0,0.13
89.0,1.18
90.0,0.52
91.0,21.49
92.0,2.38
93.0,0.45
94.0,0.32
95.0,0.49
96.0,0.17
97.0,5.73
98.0,0.42
99.0,1.07
100.0,0.1
101.0,0.3
102.0,1.22
103.0,3.66
104.0,2.57
105.0,14.41
106.0,1.64
107.0,0.5
108.0,0.32
109.0,0.27
110.0,0.1
111.0,0.21
112.0,0.15
113.0,1.06
114.0,0.59
115.0,2.36
116.0,0.46
117.0,0.66
118.0,0.22
119.0,0.58
120.0,0.2
121.0,0.25
122.0,0.14
123.0,0.21
125.0,0.25
126.0,0.42
127.0,1.83
128.0,3.22
129.0,13.58
130.0,3.44
131.0,2.1
132.0,0.61
133.0,3.04
134.0,0.37
135.0,0.18
136.0,0.17
137.0,0.1
141.0,0.23
142.0,0.11
143.0,0.19
144.0,0.2
145.0,0.64
146.0,0.28
147.0,61.87
148.0,8.46
149.0,0.71
150.0,0.13
152.0,0.11
153.0,0.11
154.0,0.1
155.0,0.17
156.0,0.45
157.0,1.23
158.0,0.21
159.0,0.13
170.0,0.11
171.0,0.25
172.0,2.96
173.0,0.5
174.0,0.12
175.0,1.15
176.0,0.19
189.0,0.12
190.0,3.55
191.0,0.54
