x,y
15.0,0.3
19.0,0.4
28.0,0.8
29.0,9.71
30.0,1.2
31.0,31.63
32.0,0.5
33.0,0.1
38.0,0.1
39.0,1.9
40.0,2.1
41.0,35.23
42.0,38.03
43.0,0.7
44.0,5.4
45.0,3.9
46.0,0.2
52.0,0.1
53.0,4.3
54.0,23.82
55.0,40.44
56.0,65.26
57.0,11.81
58.0,0.9
59.0,0.7
66.0,3.9
67.0,41.54
68.0,74.37
69.0,60.15
70.0,38.73
71.0,5.91
72.0,0.4
73.0,4.0
74.0,0.2
76.0,1.6
78.0,0.4
79.0,1.3
80.0,1.3
81.0,29.13
82.0,39.94
83.0,58.15
84.0,18.92
85.0,1.8
86.0,0.1
87.0,0.4
88.0,0.2
89.0,1.8
90.0,5.61
95.0,17.12
96.0,14.21
97.0,24.32
98.0,4.2
99.0,0.3
101.0,0.1
102.0,0.3
104.0,99.99
106.0,33.13
109.0,14.51
110.0,8.91
111.0,5.4
112.0,1.0
113.0,0.1
116.0,0.5
117.0,3.7
118.0,22.42
119.0,1.2
120.0,7.11
123.0,0.7
124.0,0.1
125.0,0.7
126.0,0.1
130.0,1.0
131.0,2.9
132.0,5.5
133.0,1.0
134.0,1.8
136.0,0.1
137.0,0.4
138.0,0.3
139.0,0.2
144.0,0.7
145.0,1.8
146.0,16.11
147.0,2.0
148.0,5.1
149.0,0.5
174.0,0.1
