x,y
12.0,0.05
13.0,0.11
14.0,0.76
15.0,5.83
16.0,0.11
25.0,0.04
26.0,1.13
27.0,16.47
28.0,4.3
29.0,2.35
30.0,0.06
36.0,0.07
37.0,0.35
38.0,1.41
39.0,14.36
40.0,1.73
41.0,9.61
42.0,0.73
43.0,6.64
44.0,0.28
45.0,0.05
49.0,0.11
50.0,2.9
51.0,8.35
52.0,2.78
53.0,3.91
54.0,0.27
55.0,1.63
56.0,0.27
57.0,0.41
58.0,0.47
59.0,0.25
61.0,0.31
62.0,1.34
63.0,5.01
64.0,2.75
65.0,6.92
66.0,0.79
67.0,0.18
69.0,0.08
70.0,0.07
71.0,0.22
73.0,0.23
74.0,0.84
75.0,1.39
76.0,1.22
77.0,17.31
78.0,5.93
79.0,11.05
80.0,0.8
85.0,0.11
86.0,0.24
87.0,0.38
88.0,0.23
89.0,2.2
90.0,0.94
91.0,16.2
92.0,3.5
93.0,0.52
94.0,0.04
96.0,0.08
97.0,0.03
98.0,0.13
99.0,0.08
100.0,0.04
101.0,0.5
102.0,1.79
103.0,7.09
104.0,6.37
105.0,99.99
106.0,28.35
107.0,1.75
108.0,0.07
113.0,0.11
114.0,0.2
115.0,4.17
116.0,1.91
117.0,2.79
118.0,0.6
119.0,0.59
120.0,0.06
126.0,0.1
127.0,0.49
128.0,1.08
129.0,0.71
130.0,0.24
131.0,1.34
132.0,0.42
133.0,1.18
134.0,0.17
141.0,0.05
145.0,0.12
146.0,0.52
147.0,0.48
148.0,28.35
149.0,3.44
150.0,0.19
