x,y
14.0,0.16
15.0,1.46
26.0,0.43
27.0,4.4
28.0,1.2
29.0,2.11
32.0,0.02
38.0,1.01
39.0,10.86
40.0,1.73
41.0,7.12
42.0,0.51
43.0,1.32
50.0,2.13
51.0,6.49
52.0,2.73
53.0,5.72
54.0,0.53
55.0,2.32
57.0,0.93
58.0,1.0
59.0,1.01
61.0,0.82
62.0,0.92
63.0,3.07
64.0,1.01
65.0,6.99
66.0,0.98
67.0,1.33
74.0,0.76
75.0,0.63
77.0,18.43
78.0,4.89
79.0,20.05
80.0,2.07
81.0,0.76
89.0,0.95
91.0,20.82
92.0,2.77
93.0,12.57
94.0,1.58
102.0,0.76
103.0,5.97
105.0,49.7
106.0,9.9
107.0,3.09
108.0,0.48
115.0,1.57
117.0,1.16
119.0,10.17
121.0,99.99
122.0,10.26
123.0,0.42
134.0,0.77
136.0,23.66
137.0,2.36
