x,y
15.0,1.01
27.0,2.43
28.0,2.79
29.0,2.71
30.0,1.38
38.0,0.64
39.0,4.0
40.0,0.94
41.0,0.64
42.0,63.43
43.0,2.67
44.0,2.93
50.0,2.75
51.0,7.42
52.0,2.51
53.0,0.7
54.0,2.25
55.0,0.64
56.0,28.67
57.0,99.99
58.0,5.05
62.0,0.76
63.0,2.87
64.0,0.85
65.0,2.9
66.0,0.48
68.0,0.66
70.0,15.41
71.0,1.17
72.0,0.37
74.0,0.69
75.0,0.78
76.0,1.58
77.0,14.52
78.0,4.1
79.0,1.76
85.0,72.62
86.0,4.63
89.0,2.93
90.0,1.46
91.0,8.03
92.0,0.72
96.0,0.43
100.0,0.74
102.0,0.95
103.0,1.67
105.0,8.18
106.0,1.01
115.0,5.57
116.0,1.58
117.0,8.07
118.0,3.52
119.0,0.65
130.0,0.64
131.0,0.54
144.0,0.75
176.0,0.76
190.0,0.71
191.0,8.88
192.0,1.08
