x,y
33.0,7.85
34.0,0.25
36.0,4.37
37.0,2.09
38.0,3.82
39.0,5.37
40.0,6.59
43.0,80.55
45.0,1.21
49.0,0.9
50.0,1.91
51.0,2.66
52.0,2.43
53.0,1.18
54.0,0.45
55.0,0.46
59.0,0.13
60.0,0.37
61.0,1.41
62.0,6.05
63.0,10.31
64.0,3.48
65.0,2.88
66.0,0.53
68.0,0.04
69.0,0.14
71.0,0.07
72.0,0.72
73.0,2.66
74.0,1.28
75.0,2.64
76.0,0.89
77.0,1.15
78.0,1.08
80.0,1.58
84.0,0.41
85.0,0.24
86.0,0.42
87.0,0.83
90.0,16.79
91.0,2.4
92.0,0.96
96.0,0.14
97.0,0.83
98.0,1.83
99.0,2.59
100.0,0.92
101.0,0.86
102.0,0.27
104.0,0.34
106.0,1.28
107.0,0.3
108.0,0.44
109.0,0.25
110.0,0.42
111.0,0.45
112.0,0.34
113.0,0.2
114.0,0.19
115.0,0.19
117.0,0.81
119.0,0.49
122.0,0.07
124.0,5.16
126.0,25.0
127.0,4.38
128.0,6.4
129.0,0.79
130.0,0.05
133.0,0.08
136.0,1.38
137.0,0.11
138.0,0.44
139.0,0.47
140.0,0.63
141.0,2.07
142.0,0.41
143.0,0.55
150.0,0.63
153.0,99.99
155.0,36.39
156.0,1.55
157.0,0.12
166.0,0.38
168.0,0.98
171.0,73.86
173.0,25.18
175.0,0.05
180.0,2.64
181.0,0.28
182.0,0.86
183.0,0.66
185.0,0.06
195.0,0.22
196.0,0.13
211.0,0.58
213.0,28.89
215.0,9.61
216.0,0.77
