x,y
5.0,0.37
6.0,0.38
9.0,0.32
10.0,0.17
12.0,0.42
13.0,1.59
14.0,5.57
15.0,31.63
16.0,0.31
17.0,0.17
18.0,8.15
22.0,0.23
25.0,0.73
26.0,3.88
27.0,9.64
28.0,16.47
29.0,7.77
30.0,10.21
31.0,3.03
32.0,0.4
35.0,0.22
36.0,0.33
37.0,1.07
38.0,1.99
39.0,4.54
40.0,3.41
41.0,9.56
42.0,48.64
43.0,85.94
44.0,99.99
45.0,49.79
46.0,8.0
47.0,0.32
51.0,0.42
52.0,0.81
53.0,1.43
54.0,1.01
55.0,3.52
56.0,4.89
57.0,1.85
58.0,11.61
59.0,0.8
66.0,0.37
67.0,0.41
69.0,7.89
70.0,1.19
72.0,37.58
73.0,1.43
82.0,0.31
83.0,0.37
84.0,2.53
85.0,11.33
86.0,7.71
87.0,8.74
88.0,0.54
90.0,0.11
92.0,0.13
96.0,0.16
98.0,0.29
100.0,0.53
101.0,5.46
102.0,0.23
111.0,0.53
112.0,2.66
114.0,3.3
115.0,0.22
121.0,0.15
129.0,24.71
130.0,1.75
131.0,0.1
