x,y
13.0,0.1
14.0,0.5
15.0,3.7
16.0,0.1
18.0,0.2
26.0,0.1
27.0,0.7
28.0,1.6
29.0,1.2
30.0,0.4
37.0,0.2
38.0,0.5
39.0,2.0
40.0,0.1
42.0,2.0
43.0,17.82
44.0,1.6
45.0,1.5
46.0,0.1
49.0,0.1
50.0,0.5
51.0,0.5
53.0,8.21
54.0,2.2
55.0,7.51
56.0,0.6
57.0,0.9
58.0,1.4
65.0,1.4
66.0,4.3
67.0,9.61
68.0,1.3
69.0,14.81
70.0,1.4
71.0,3.4
72.0,0.5
73.0,1.3
76.0,0.1
77.0,0.8
78.0,0.1
79.0,0.6
81.0,3.5
82.0,0.7
83.0,3.6
84.0,0.3
85.0,0.2
93.0,0.2
95.0,1.2
97.0,99.99
98.0,9.91
99.0,3.5
100.0,0.1
112.0,10.81
113.0,1.2
114.0,0.4
