x,y
39.0,8.0
41.0,10.0
42.0,1.0
43.0,9.0
44.0,4.0
50.0,2.0
51.0,11.0
52.0,1.0
53.0,1.0
55.0,36.0
56.0,1.0
57.0,4.0
58.0,1.0
63.0,2.0
64.0,1.0
65.0,4.0
67.0,4.0
68.0,1.0
69.0,1.0
70.0,21.0
71.0,1.0
76.0,1.0
77.0,34.0
78.0,17.0
79.0,11.0
80.0,1.0
85.0,1.0
86.0,2.0
89.0,1.0
91.0,24.0
92.0,3.0
102.0,1.0
103.0,4.0
104.0,6.0
105.0,64.0
106.0,4.0
107.0,35.0
108.0,5.0
115.0,11.0
116.0,1.0
117.0,12.0
118.0,8.0
119.0,1.0
120.0,45.0
121.0,4.0
127.0,1.0
128.0,4.0
129.0,7.0
130.0,13.0
131.0,4.0
132.0,2.0
133.0,99.99
134.0,10.0
143.0,3.0
144.0,1.0
145.0,12.0
146.0,7.0
147.0,2.0
149.0,2.0
153.0,1.0
154.0,1.0
155.0,1.0
156.0,3.0
157.0,1.0
158.0,5.0
159.0,0.45
172.0,1.0
173.0,3.0
174.0,17.0
175.0,2.0
192.0,58.0
193.0,7.0
