x,y
15.0,5.66
25.0,0.52
26.0,7.89
27.0,38.42
28.0,10.88
29.0,7.61
30.0,1.43
31.0,0.71
37.0,3.32
38.0,7.02
39.0,42.19
40.0,8.46
41.0,45.73
42.0,42.45
43.0,15.43
44.0,1.56
45.0,0.3
49.0,0.98
50.0,7.46
51.0,12.65
52.0,9.55
53.0,28.94
54.0,13.55
55.0,54.75
56.0,6.24
57.0,2.21
58.0,0.3
61.0,0.91
62.0,1.56
63.0,3.89
64.0,2.46
65.0,7.73
66.0,15.79
67.0,9.15
68.0,4.76
69.0,13.5
70.0,10.49
71.0,1.05
73.0,0.3
74.0,1.13
75.0,1.0
76.0,1.47
77.0,11.81
78.0,16.42
79.0,26.92
80.0,53.68
81.0,99.99
82.0,7.85
83.0,4.16
84.0,0.3
86.0,0.26
87.0,0.36
88.0,0.37
89.0,0.99
90.0,0.64
91.0,4.86
92.0,2.79
93.0,11.72
94.0,2.64
95.0,0.59
106.0,3.57
107.0,0.29
116.0,0.37
117.0,0.26
118.0,0.31
119.0,0.38
120.0,4.38
121.0,19.74
122.0,1.79
