x,y
27.0,11.1
29.0,4.3
39.0,11.1
40.0,1.8
41.0,33.6
42.0,2.8
43.0,1.9
44.0,3.8
51.0,3.2
52.0,1.3
53.0,8.0
55.0,23.4
56.0,6.4
57.0,2.6
63.0,1.5
65.0,6.3
66.0,1.3
67.0,7.0
69.0,14.5
70.0,3.0
73.0,1.0
77.0,13.1
78.0,4.2
79.0,11.2
80.0,4.2
81.0,32.0
82.0,2.7
83.0,1.2
91.0,29.2
92.0,18.8
93.0,25.9
94.0,3.9
95.0,4.5
103.0,3.4
104.0,2.5
105.0,97.6
106.0,11.3
107.0,14.4
108.0,5.2
109.0,1.6
115.0,4.8
116.0,2.0
117.0,6.4
118.0,4.2
119.0,93.3
120.0,28.6
121.0,4.9
122.0,1.5
127.0,1.3
128.0,2.7
129.0,2.6
130.0,1.2
131.0,3.9
132.0,1.5
133.0,8.3
134.0,2.9
145.0,2.2
146.0,1.1
147.0,4.2
148.0,1.1
159.0,3.2
161.0,99.99
162.0,13.6
189.0,1.7
204.0,20.4
205.0,3.5
