x,y
14.0,0.3
15.0,1.09
17.0,0.3
18.0,1.49
25.0,0.1
26.0,2.49
27.0,21.19
28.0,7.09
29.0,22.99
30.0,1.09
31.0,26.39
32.0,1.09
37.0,0.6
38.0,1.99
39.0,13.49
40.0,1.39
41.0,6.49
42.0,2.19
43.0,3.89
44.0,0.3
45.0,0.2
49.0,0.4
50.0,6.19
51.0,13.49
52.0,7.19
53.0,7.39
54.0,0.7
55.0,2.99
56.0,2.89
57.0,22.09
58.0,0.8
59.0,0.1
60.0,0.2
61.0,0.7
62.0,2.19
63.0,6.69
64.0,1.79
65.0,14.69
66.0,1.59
67.0,0.5
68.0,0.3
69.0,0.5
70.0,0.7
71.0,0.99
72.0,0.5
73.0,0.3
74.0,1.19
75.0,0.99
76.0,0.9
77.0,29.29
78.0,9.29
79.0,16.49
80.0,7.49
81.0,0.9
82.0,0.3
83.0,0.2
84.0,0.4
85.0,0.3
86.0,0.4
87.0,0.3
88.0,0.1
89.0,4.19
90.0,7.79
91.0,61.39
92.0,8.99
93.0,12.09
94.0,1.19
95.0,0.3
98.0,0.1
102.0,0.3
103.0,1.79
104.0,0.5
105.0,11.89
106.0,2.09
107.0,61.69
108.0,99.99
109.0,7.69
110.0,0.5
115.0,0.99
116.0,0.3
117.0,0.7
118.0,0.3
119.0,5.19
120.0,4.49
121.0,32.19
122.0,3.39
123.0,0.3
131.0,1.19
132.0,0.3
133.0,7.19
134.0,13.09
135.0,2.89
136.0,0.3
144.0,0.2
145.0,5.79
146.0,2.89
147.0,0.5
148.0,0.99
149.0,0.3
150.0,0.1
162.0,0.7
163.0,0.4
164.0,93.89
165.0,10.39
166.0,0.9
