x,y
25.0,0.24
26.0,4.47
27.0,27.16
29.0,12.6
30.0,0.34
31.0,0.1
36.0,0.47
37.0,1.28
38.0,3.45
39.0,23.42
40.0,3.78
41.0,29.65
42.0,14.33
43.0,67.05
44.0,4.19
45.0,0.38
46.0,0.08
47.0,0.08
48.0,0.1
49.0,0.51
50.0,3.09
51.0,5.86
52.0,1.74
53.0,17.23
54.0,2.82
55.0,18.45
56.0,2.19
57.0,2.83
58.0,0.23
59.0,0.23
60.0,0.27
61.0,0.48
62.0,0.5
63.0,0.88
64.0,0.21
65.0,1.12
66.0,0.35
67.0,4.6
68.0,1.09
69.0,99.99
70.0,11.26
71.0,1.83
72.0,0.22
73.0,0.53
74.0,0.31
75.0,0.14
76.0,0.1
77.0,0.34
78.0,0.15
79.0,1.57
80.0,2.93
81.0,1.25
82.0,2.43
83.0,1.05
84.0,0.33
85.0,0.79
86.0,0.12
87.0,0.23
88.0,0.09
89.0,0.1
90.0,0.05
91.0,0.87
92.0,0.47
93.0,1.79
94.0,0.62
95.0,1.35
96.0,0.48
97.0,1.25
98.0,0.44
99.0,0.44
100.0,0.13
101.0,0.18
102.0,0.12
103.0,0.14
104.0,0.45
105.0,2.97
106.0,5.21
107.0,7.75
108.0,5.4
109.0,7.7
110.0,0.3
111.0,0.61
112.0,0.41
113.0,0.45
114.0,0.1
115.0,0.37
116.0,0.07
117.0,0.19
118.0,0.13
119.0,0.75
120.0,0.2
121.0,1.67
122.0,0.18
123.0,1.22
124.0,0.31
125.0,0.38
126.0,0.2
127.0,0.2
128.0,0.26
129.0,0.36
130.0,0.21
131.0,0.21
132.0,0.14
133.0,3.85
134.0,0.33
135.0,5.01
136.0,0.21
137.0,0.23
138.0,0.21
139.0,0.31
140.0,0.11
142.0,0.16
143.0,0.14
144.0,0.08
145.0,0.33
146.0,0.16
147.0,0.56
148.0,0.2
149.0,73.48
150.0,5.61
151.0,72.5
152.0,5.43
153.0,0.21
189.0,0.01
228.0,0.61
229.0,0.19
230.0,0.94
231.0,0.1
232.0,0.62
233.0,0.16
234.0,0.1
