x,y
14.0,1.54
15.0,6.78
17.0,0.25
18.0,0.85
26.0,2.1
28.0,7.6
29.0,4.2
30.0,14.25
31.0,1.88
32.0,0.61
37.0,5.53
38.0,6.73
39.0,12.29
40.0,1.31
41.0,3.64
42.0,0.93
43.0,1.7
44.0,1.64
45.0,6.33
46.0,3.29
50.0,16.54
51.0,14.81
52.0,9.91
53.0,9.32
54.0,2.49
55.0,3.12
59.0,3.51
60.0,0.72
61.0,4.91
62.0,11.32
63.0,18.71
64.0,7.37
65.0,42.55
66.0,5.47
67.0,4.47
68.0,3.83
69.0,1.32
73.0,2.35
74.0,8.94
75.0,10.47
76.0,24.91
77.0,17.52
78.0,6.53
79.0,13.31
80.0,4.74
81.0,6.05
82.0,0.78
83.0,1.24
90.0,1.38
91.0,11.41
92.0,8.21
93.0,9.06
94.0,2.6
95.0,6.37
96.0,3.0
103.0,2.0
104.0,4.84
105.0,6.28
106.0,13.93
107.0,32.17
108.0,9.46
109.0,3.58
111.0,1.17
119.0,54.13
120.0,7.7
121.0,18.05
122.0,6.84
123.0,3.23
124.0,1.03
132.0,1.54
133.0,0.85
134.0,2.11
135.0,1.89
136.0,19.83
137.0,19.08
138.0,2.35
139.0,2.07
149.0,71.45
150.0,58.54
151.0,5.46
152.0,1.8
163.0,0.78
165.0,0.54
167.0,8.23
168.0,0.9
180.0,1.89
181.0,1.1
194.0,0.54
197.0,99.99
198.0,9.1
199.0,1.39
