x,y
15.0,0.85
17.0,0.01
18.0,7.17
25.0,0.23
26.0,0.11
27.0,11.71
28.0,23.43
29.0,12.94
30.0,9.27
39.0,18.59
41.0,69.13
42.0,10.65
43.0,26.0
44.0,10.82
45.0,9.27
46.0,37.2
47.0,0.44
50.0,0.36
51.0,1.33
52.0,1.29
53.0,8.72
54.0,13.98
55.0,99.99
56.0,44.49
57.0,3.0
58.0,0.8
60.0,1.35
65.0,1.55
67.0,17.23
68.0,2.82
69.0,3.46
70.0,8.51
71.0,2.06
72.0,1.75
73.0,0.43
77.0,1.62
78.0,0.46
79.0,4.63
80.0,2.1
81.0,10.43
82.0,15.21
83.0,80.72
84.0,11.72
85.0,1.72
86.0,0.55
89.0,55.39
90.0,1.64
94.0,0.51
95.0,0.23
96.0,1.38
97.0,4.5
98.0,42.48
99.0,12.72
100.0,2.35
101.0,0.29
109.0,0.34
110.0,0.65
111.0,0.45
112.0,0.69
113.0,0.29
114.0,0.25
115.0,0.37
124.0,0.57
126.0,23.98
127.0,10.89
128.0,24.64
129.0,1.96
141.0,0.7
152.0,0.32
153.0,0.4
154.0,2.11
155.0,0.69
168.0,0.54
169.0,2.98
171.0,18.79
172.0,1.65
180.0,0.73
181.0,0.4
182.0,0.33
194.0,0.45
195.0,1.07
207.0,1.28
208.0,0.8
209.0,0.49
224.0,7.41
225.0,0.95
252.0,7.19
253.0,1.33
