x,y
18.0,0.67
26.0,0.25
27.0,1.95
38.0,0.8
39.0,4.69
40.0,0.59
41.0,0.36
50.0,2.32
51.0,5.31
52.0,1.43
62.0,1.66
63.0,3.95
64.0,0.88
65.0,0.96
74.0,1.12
75.0,2.02
76.0,2.05
77.0,2.79
80.0,0.31
82.0,0.61
83.0,0.23
86.0,1.19
87.0,2.31
88.0,1.63
89.0,2.48
94.0,1.73
96.0,0.46
98.0,0.87
99.0,1.18
100.0,1.65
101.0,0.91
102.0,0.96
103.0,0.41
104.0,0.5
107.0,3.91
109.0,0.48
110.0,0.49
111.0,0.63
112.0,1.08
113.0,2.69
114.0,1.95
115.0,2.11
119.0,2.98
120.0,4.63
121.0,6.24
125.0,0.69
126.0,4.39
127.0,9.66
133.0,8.81
134.0,13.79
137.0,1.1
138.0,0.76
139.0,2.97
140.0,0.91
150.0,0.92
151.0,0.85
152.0,0.7
162.0,0.8
163.0,5.3
164.0,4.66
165.0,17.61
166.0,2.7
174.0,0.3
175.0,0.42
176.0,0.88
177.0,0.58
178.0,0.39
187.0,1.04
188.0,0.85
189.0,1.43
190.0,2.4
191.0,0.79
200.0,0.9
201.0,0.69
202.0,0.83
203.0,0.52
204.0,0.56
211.0,0.52
212.0,0.41
213.0,1.43
214.0,1.23
215.0,1.17
216.0,0.57
225.0,0.43
226.0,1.24
227.0,0.97
228.0,0.55
237.0,1.41
238.0,1.66
239.0,5.77
240.0,3.34
241.0,4.94
242.0,1.75
250.0,0.45
251.0,0.9
252.0,1.47
253.0,1.47
254.0,8.93
255.0,1.78
262.0,0.33
263.0,0.44
264.0,2.92
265.0,4.65
266.0,8.46
267.0,30.36
268.0,35.05
269.0,99.99
270.0,21.75
271.0,2.46
