x,y
12.0,0.12
13.0,0.21
14.0,1.19
15.0,6.7
16.0,0.15
17.0,0.17
18.0,0.29
19.0,0.17
25.0,0.38
26.0,1.34
27.0,2.85
28.0,2.28
29.0,6.79
30.0,0.84
31.0,2.85
32.0,0.53
33.0,0.5
37.0,1.59
38.0,2.95
39.0,8.68
40.0,1.65
41.0,6.71
42.0,4.38
43.0,2.14
44.0,0.12
45.0,0.69
47.0,0.08
48.0,0.14
49.0,0.82
50.0,5.36
51.0,4.32
52.0,0.08
53.0,6.21
54.0,1.87
55.0,7.34
56.0,0.38
57.0,0.07
59.0,0.66
60.0,0.13
61.0,0.49
62.0,0.71
63.0,0.16
64.0,0.1
65.0,0.68
66.0,2.38
67.0,3.43
68.0,3.32
69.0,18.87
70.0,1.2
71.0,0.49
77.0,1.08
78.0,5.78
79.0,1.51
80.0,0.22
81.0,0.08
82.0,0.58
83.0,1.02
84.0,0.32
85.0,0.2
87.0,0.03
92.0,0.24
93.0,0.61
95.0,4.6
96.0,19.19
97.0,1.77
98.0,0.17
106.0,0.13
107.0,0.26
108.0,0.27
110.0,1.42
111.0,6.06
112.0,0.45
113.0,0.19
123.0,10.25
124.0,55.36
125.0,3.8
126.0,0.19
127.0,0.09
137.0,0.23
140.0,0.07
141.0,0.29
150.0,0.28
152.0,99.99
153.0,23.3
154.0,2.27
155.0,0.67
184.0,58.69
185.0,5.38
186.0,0.2
