x,y
24.0,0.03
25.0,0.08
26.0,0.07
27.0,2.31
28.0,0.37
29.0,4.45
30.0,0.06
32.0,0.04
37.0,0.07
38.0,0.07
39.0,1.37
40.0,0.03
41.0,6.15
42.0,0.5
43.0,4.36
45.0,0.03
46.0,0.12
47.0,0.17
48.0,0.03
50.0,0.09
51.0,0.56
52.0,0.23
53.0,0.43
54.0,0.17
55.0,3.57
56.0,0.42
57.0,1.21
58.0,0.1
59.0,0.03
60.0,0.03
61.0,0.03
63.0,0.29
64.0,0.13
65.0,1.14
66.0,0.11
67.0,0.3
69.0,1.0
70.0,0.15
71.0,0.98
72.0,0.05
73.0,0.03
74.0,0.04
75.0,0.13
76.0,0.1
77.0,1.39
78.0,1.45
79.0,1.08
80.0,0.14
81.0,0.24
82.0,0.07
83.0,1.02
84.0,0.19
85.0,0.08
88.0,0.17
89.0,0.45
90.0,0.36
91.0,99.99
92.0,7.99
93.0,0.38
95.0,0.09
96.0,0.04
97.0,0.34
98.0,0.01
99.0,0.04
100.0,0.04
101.0,0.16
102.0,0.24
103.0,1.54
104.0,4.98
105.0,18.5
106.0,1.55
107.0,0.07
108.0,0.03
109.0,0.05
111.0,0.02
113.0,0.09
114.0,0.04
115.0,1.2
116.0,0.46
117.0,2.2
118.0,0.8
119.0,7.58
120.0,0.82
121.0,0.05
126.0,0.05
127.0,0.08
128.0,0.25
129.0,0.26
130.0,0.08
131.0,0.28
132.0,0.13
133.0,1.94
134.0,0.28
145.0,0.04
146.0,0.05
147.0,0.31
148.0,0.07
159.0,0.05
160.0,0.4
161.0,10.09
162.0,1.82
163.0,0.15
173.0,0.05
174.0,0.4
175.0,7.78
176.0,1.3
177.0,0.07
189.0,0.04
201.0,0.03
203.0,0.06
204.0,0.04
246.0,2.94
247.0,0.42
248.0,0.07
