x,y
51.0,0.12
62.0,0.14
63.0,0.41
75.0,0.08
87.0,0.05
98.0,0.02
101.0,0.06
126.0,0.18
150.0,0.02
151.0,0.1
155.0,0.01
161.0,0.16
162.0,0.23
163.0,0.11
164.0,0.04
168.0,0.06
173.0,0.04
174.0,0.54
175.0,0.6
176.0,0.3
180.0,0.09
182.0,0.06
186.0,0.33
187.0,1.43
188.0,2.39
189.0,5.91
190.0,0.49
192.0,0.1
200.0,0.07
211.0,0.03
215.0,0.08
224.0,0.13
225.0,0.07
226.0,0.11
227.0,0.08
237.0,0.1
238.0,0.07
248.0,0.1
250.0,0.1
251.0,0.08
252.0,0.1
261.0,0.11
262.0,0.02
263.0,0.13
265.0,0.06
272.0,0.09
273.0,0.1
274.0,0.1
276.0,0.13
277.0,0.09
284.0,0.06
285.0,0.11
286.0,0.1
287.0,0.1
288.0,0.1
296.0,0.08
297.0,0.07
298.0,0.27
299.0,0.12
300.0,0.23
301.0,0.04
302.0,0.08
309.0,0.11
310.0,0.1
311.0,0.15
312.0,0.15
313.0,0.18
314.0,0.1
315.0,0.07
320.0,0.12
321.0,0.1
322.0,0.4
323.0,0.13
324.0,0.34
325.0,0.12
326.0,0.35
327.0,0.15
328.0,0.1
331.0,0.07
332.0,0.07
333.0,0.11
334.0,0.1
335.0,0.3
336.0,0.13
337.0,0.28
338.0,0.12
339.0,0.13
340.0,0.07
344.0,0.11
345.0,0.1
346.0,0.49
347.0,0.26
348.0,0.96
349.0,0.47
350.0,1.07
351.0,0.38
352.0,0.87
353.0,0.29
354.0,0.13
357.0,0.06
358.0,0.06
359.0,0.18
360.0,0.1
361.0,0.3
362.0,0.12
363.0,0.15
364.0,0.1
365.0,0.06
370.0,0.3
371.0,0.3
372.0,1.67
373.0,1.07
374.0,5.19
375.0,2.46
376.0,16.43
377.0,5.4
378.0,99.99
379.0,41.75
380.0,6.87
381.0,1.03
