x,y
26.0,0.1
27.0,0.5
28.0,0.4
37.0,0.3
38.0,0.6
39.0,2.79
49.0,0.1
50.0,3.19
51.0,3.49
52.0,0.6
53.0,0.2
55.0,0.1
58.0,0.1
59.0,0.3
61.0,0.7
62.0,2.59
63.0,6.39
64.0,0.5
65.0,0.4
67.0,0.1
68.0,0.1
73.0,0.4
74.0,3.49
75.0,6.39
76.0,17.99
77.0,1.89
78.0,0.2
81.0,0.3
85.0,0.4
86.0,1.49
87.0,3.09
88.0,12.79
89.0,13.19
90.0,0.3
93.0,0.2
94.0,0.1
97.0,0.2
98.0,1.59
99.0,1.19
100.0,0.5
101.0,0.99
102.0,1.19
103.0,2.79
109.0,0.2
110.0,0.5
111.0,0.6
112.0,0.1
113.0,0.7
114.0,0.2
115.0,0.6
122.0,0.5
123.0,0.3
124.0,0.2
125.0,0.7
126.0,1.99
127.0,0.8
128.0,0.99
129.0,0.2
134.0,0.1
135.0,0.1
137.0,0.4
138.0,0.2
139.0,1.69
140.0,0.2
149.0,0.8
150.0,5.49
151.0,9.59
152.0,10.79
153.0,1.39
154.0,0.1
155.0,0.1
161.0,0.1
162.0,0.2
163.0,0.6
164.0,0.1
165.0,0.1
173.0,0.1
174.0,1.59
175.0,2.79
176.0,19.79
177.0,12.59
178.0,99.99
179.0,15.19
180.0,1.29
181.0,0.1
187.0,0.2
188.0,0.1
189.0,0.2
205.0,0.99
206.0,78.09
207.0,12.89
208.0,1.39
209.0,0.1
