x,y
15.0,1.13
26.0,1.46
27.0,9.21
28.0,1.54
29.0,1.88
37.0,0.99
38.0,3.16
39.0,16.03
40.0,1.85
41.0,2.51
43.0,1.93
44.0,0.55
45.0,6.73
46.0,0.49
50.0,11.38
51.0,29.46
52.0,8.1
53.0,8.74
54.0,0.73
55.0,0.99
59.0,1.08
61.0,1.65
62.0,5.69
63.0,13.99
64.0,3.08
65.0,10.75
66.0,6.75
67.0,1.18
74.0,5.46
75.0,4.51
76.0,5.4
77.0,50.12
78.0,28.94
79.0,24.35
80.0,2.02
86.0,1.56
87.0,1.66
89.0,4.99
91.0,26.18
92.0,2.13
93.0,1.8
98.0,0.75
101.0,1.1
102.0,5.33
103.0,33.0
104.0,97.16
105.0,86.39
106.0,8.32
107.0,2.26
119.0,1.27
121.0,0.81
132.0,97.6
133.0,21.95
134.0,2.58
135.0,9.54
136.0,0.89
147.0,0.53
148.0,0.63
150.0,99.99
151.0,10.35
152.0,0.91
