x,y
13.0,0.07
14.0,0.64
15.0,13.19
16.0,0.19
25.0,0.13
26.0,2.11
27.0,9.54
28.0,4.74
29.0,5.87
30.0,0.83
31.0,3.27
32.0,0.08
33.0,0.26
34.0,0.05
35.0,0.2
36.0,0.34
37.0,1.3
38.0,2.81
39.0,19.95
40.0,3.08
41.0,59.65
42.0,18.23
43.0,27.89
44.0,1.87
45.0,1.9
46.0,0.03
47.0,0.2
48.0,0.22
49.0,5.33
50.0,0.24
51.0,1.71
52.0,0.04
53.0,0.22
54.0,0.05
55.0,2.6
56.0,0.3
57.0,0.16
58.0,0.41
59.0,21.99
60.0,0.68
61.0,0.65
62.0,0.44
63.0,0.78
64.0,0.16
65.0,0.22
66.0,0.03
67.0,0.03
68.0,0.35
69.0,1.98
70.0,0.11
71.0,0.32
72.0,0.57
74.0,99.99
75.0,4.02
76.0,1.25
77.0,12.65
78.0,0.92
79.0,3.91
80.0,0.22
81.0,0.01
85.0,0.07
87.0,0.76
88.0,0.03
89.0,0.02
91.0,0.02
93.0,0.23
95.0,0.09
99.0,0.24
100.0,0.41
101.0,8.9
102.0,0.48
103.0,0.15
104.0,0.98
105.0,50.2
106.0,2.33
107.0,15.34
108.0,0.67
109.0,0.04
136.0,0.07
137.0,0.21
138.0,0.02
139.0,0.06
