x,y
26.0,0.78
27.0,18.54
28.0,4.18
29.0,10.89
30.0,0.47
31.0,1.16
38.0,0.95
39.0,24.61
40.0,5.76
41.0,43.43
42.0,4.25
43.0,99.99
44.0,15.01
45.0,2.86
50.0,0.83
51.0,3.7
52.0,1.49
53.0,13.56
54.0,4.35
55.0,20.86
56.0,3.04
57.0,2.05
58.0,1.99
59.0,1.54
62.0,0.21
63.0,1.04
64.0,0.19
65.0,4.15
66.0,2.8
67.0,57.81
68.0,11.63
69.0,8.21
70.0,1.49
71.0,25.11
72.0,1.47
73.0,0.12
74.0,0.16
77.0,7.72
78.0,2.37
79.0,27.16
80.0,4.08
81.0,22.08
82.0,20.98
83.0,7.39
84.0,8.32
85.0,1.07
89.0,0.14
90.0,0.13
91.0,9.65
92.0,3.6
93.0,28.71
94.0,11.68
95.0,12.87
96.0,3.15
97.0,3.17
98.0,0.44
103.0,0.54
104.0,0.12
105.0,3.69
106.0,1.41
107.0,5.24
108.0,17.12
109.0,28.1
110.0,7.13
111.0,1.76
112.0,0.19
115.0,0.3
116.0,0.12
117.0,0.63
119.0,9.27
120.0,1.05
121.0,4.47
122.0,0.39
123.0,9.28
124.0,3.2
125.0,0.22
133.0,0.25
134.0,2.89
135.0,0.75
136.0,0.44
137.0,22.21
138.0,2.45
139.0,0.47
151.0,0.38
152.0,3.86
153.0,0.5
