x,y
27.0,25.33
28.0,4.06
29.0,22.4
30.0,0.57
31.0,0.41
35.0,0.06
36.0,0.35
37.0,0.38
38.0,1.75
39.0,37.17
40.0,7.15
41.0,63.05
42.0,10.31
43.0,6.58
44.0,0.37
45.0,0.36
46.0,0.18
47.0,0.07
49.0,0.17
50.0,1.84
51.0,5.36
52.0,2.84
53.0,19.65
54.0,39.34
55.0,61.74
56.0,16.12
57.0,6.26
58.0,1.22
59.0,0.32
60.0,0.15
61.0,0.18
62.0,0.52
63.0,1.48
64.0,0.29
65.0,5.78
66.0,6.59
67.0,99.99
68.0,57.19
69.0,25.38
70.0,9.43
71.0,2.68
72.0,0.35
73.0,0.13
74.0,0.33
75.0,0.18
76.0,0.15
77.0,6.77
78.0,1.29
79.0,15.69
80.0,5.81
81.0,88.37
82.0,59.21
83.0,7.33
84.0,1.02
85.0,0.55
86.0,0.1
87.0,0.15
88.0,0.06
89.0,0.21
90.0,0.06
91.0,2.6
92.0,0.37
93.0,2.79
94.0,1.52
95.0,37.43
96.0,40.81
97.0,4.39
98.0,0.65
99.0,0.17
100.0,0.07
101.0,0.06
102.0,0.11
103.0,0.17
104.0,0.07
105.0,0.38
106.0,0.11
107.0,0.61
108.0,0.17
109.0,15.56
110.0,1.51
111.0,0.45
112.0,0.31
113.0,0.13
114.0,0.09
115.0,0.46
116.0,0.08
117.0,0.09
118.0,0.07
119.0,0.07
120.0,0.07
121.0,0.15
122.0,0.15
123.0,0.36
124.0,15.97
125.0,2.93
126.0,0.32
127.0,0.18
