x,y
13.0,0.1
14.0,0.7
15.0,1.49
26.0,0.1
27.0,0.2
28.0,1.89
29.0,2.29
30.0,0.3
31.0,0.3
32.0,0.8
33.0,0.2
34.0,0.1
38.0,0.1
39.0,0.2
40.0,0.5
41.0,0.5
42.0,7.19
43.0,0.8
44.0,1.99
45.0,10.19
46.0,17.19
47.0,2.29
48.0,0.8
52.0,0.1
54.0,0.3
55.0,0.5
56.0,0.1
57.0,0.1
58.0,0.7
59.0,0.5
60.0,1.09
61.0,0.8
64.0,12.39
65.0,0.2
66.0,1.09
70.0,0.7
71.0,0.4
72.0,16.49
73.0,21.59
74.0,23.89
75.0,1.69
76.0,3.49
77.0,1.79
78.0,2.49
79.0,0.2
80.0,0.2
86.0,0.5
87.0,0.1
88.0,0.1
89.0,0.1
90.0,1.29
91.0,0.2
92.0,0.1
104.0,0.3
105.0,20.99
106.0,1.29
107.0,1.89
117.0,0.1
118.0,0.1
119.0,1.69
120.0,0.1
121.0,0.1
131.0,0.1
147.0,99.99
148.0,6.29
149.0,9.19
150.0,0.5
151.0,0.2
