x,y
37.0,0.69
38.0,1.09
39.0,4.59
40.0,0.79
41.0,1.19
42.0,2.69
43.0,24.67
44.0,3.49
45.0,4.99
50.0,2.39
51.0,3.99
53.0,10.68
54.0,1.49
55.0,2.89
57.0,1.29
58.0,2.59
59.0,5.79
60.0,0.59
62.0,1.09
63.0,2.79
64.0,0.49
65.0,1.99
67.0,2.19
68.0,0.69
69.0,1.69
73.0,7.39
74.0,2.09
75.0,1.69
76.0,0.79
77.0,4.69
78.0,2.79
79.0,3.79
80.0,1.29
89.0,1.09
90.0,0.69
91.0,3.19
92.0,0.99
93.0,3.99
94.0,0.69
102.0,1.19
103.0,2.99
104.0,4.09
105.0,9.49
106.0,1.59
107.0,1.89
115.0,2.79
116.0,0.89
117.0,2.79
118.0,0.89
119.0,5.69
120.0,0.99
121.0,7.09
122.0,0.89
129.0,1.39
130.0,0.99
131.0,5.69
132.0,1.19
133.0,1.69
134.0,0.69
135.0,3.49
136.0,0.69
143.0,4.69
144.0,3.09
145.0,32.16
146.0,6.59
147.0,99.99
148.0,15.48
149.0,5.69
150.0,1.79
161.0,0.99
162.0,23.17
163.0,7.49
164.0,1.79
