x,y
33.0,0.29
34.0,0.33
35.0,0.75
36.0,0.47
37.0,2.4
38.0,3.16
39.0,5.27
40.0,0.92
41.0,0.96
42.0,0.33
43.0,0.99
44.0,0.62
45.0,3.15
46.0,1.06
47.0,2.48
48.0,1.92
49.0,2.22
50.0,15.01
51.0,20.35
52.0,4.68
53.0,0.54
54.0,0.2
55.0,0.73
56.0,0.33
57.0,0.98
58.0,0.44
59.0,0.2
60.0,0.32
61.0,1.02
62.0,2.74
63.0,19.91
64.0,4.29
65.0,2.32
66.0,0.22
67.0,0.32
68.0,0.31
69.0,1.78
70.0,0.56
71.0,0.56
72.0,0.38
73.0,1.91
74.0,6.6
75.0,25.27
76.0,14.95
77.0,3.41
78.0,1.23
79.0,2.6
80.0,0.3
81.0,0.66
82.0,0.95
83.0,5.63
85.0,4.1
86.0,0.43
87.0,0.95
88.0,0.65
89.0,1.77
90.0,6.29
91.0,3.08
92.0,0.54
93.0,0.27
94.0,0.43
95.0,0.82
96.0,0.26
97.0,0.32
98.0,0.34
99.0,1.71
100.0,1.31
102.0,99.99
103.0,8.44
104.0,0.62
105.0,1.6
106.0,0.59
107.0,2.47
108.0,0.26
109.0,0.19
110.0,0.13
111.0,0.24
112.0,0.14
113.0,0.09
114.0,0.13
115.0,0.17
116.0,1.48
117.0,0.7
119.0,77.91
120.0,5.92
121.0,0.58
122.0,2.08
123.0,0.49
124.0,0.22
125.0,0.12
126.0,0.13
127.0,0.17
128.0,0.14
129.0,0.14
130.0,0.09
131.0,0.17
132.0,0.15
133.0,0.72
134.0,0.51
135.0,0.14
136.0,0.03
137.0,0.1
138.0,0.04
139.0,0.08
140.0,0.05
141.0,0.06
142.0,0.06
143.0,0.09
144.0,0.08
145.0,0.03
146.0,0.13
147.0,0.22
148.0,0.24
150.0,2.25
151.0,0.22
152.0,0.16
153.0,0.11
154.0,0.49
155.0,1.21
156.0,0.22
157.0,0.04
158.0,0.02
159.0,0.03
160.0,0.07
161.0,0.04
162.0,0.03
163.0,0.06
164.0,0.21
166.0,19.25
167.0,1.87
168.0,0.95
169.0,0.15
170.0,0.05
171.0,0.07
172.0,0.03
173.0,0.07
174.0,0.06
175.0,0.05
177.0,0.03
178.0,0.05
179.0,0.14
181.0,15.22
182.0,2.1
183.0,1.04
184.0,0.17
185.0,0.1
186.0,0.05
