x,y
41.0,27.44
42.0,2.81
43.0,79.87
44.0,3.14
45.0,0.97
51.0,0.16
53.0,1.37
54.0,1.54
55.0,22.52
56.0,12.72
57.0,99.99
58.0,4.06
59.0,0.43
60.0,0.89
61.0,2.68
65.0,0.21
67.0,2.33
68.0,2.23
69.0,14.27
70.0,24.92
71.0,63.01
72.0,3.7
73.0,0.43
74.0,0.19
76.0,2.17
77.0,0.4
79.0,0.42
81.0,1.29
82.0,2.3
83.0,10.56
84.0,6.59
85.0,2.85
86.0,0.7
87.0,1.0
88.0,0.09
89.0,0.32
93.0,0.15
95.0,0.83
96.0,0.4
97.0,1.73
98.0,0.73
99.0,0.69
100.0,0.37
101.0,1.96
102.0,6.38
103.0,3.18
104.0,0.06
105.0,1.68
107.0,0.06
108.0,0.17
109.0,0.09
110.0,2.38
111.0,5.26
112.0,25.11
113.0,81.8
114.0,6.61
115.0,0.75
116.0,0.43
117.0,0.07
119.0,0.19
123.0,0.08
124.0,0.09
125.0,0.55
126.0,0.74
127.0,2.05
129.0,30.51
130.0,3.13
131.0,2.34
132.0,2.46
133.0,0.54
134.0,0.06
136.0,0.19
139.0,4.02
140.0,1.74
141.0,1.26
142.0,1.2
143.0,0.85
144.0,1.21
145.0,0.43
147.0,86.68
148.0,4.9
149.0,1.19
150.0,0.06
151.0,0.09
153.0,0.09
154.0,1.81
155.0,0.52
157.0,10.63
158.0,3.27
159.0,2.26
160.0,1.49
161.0,1.02
162.0,0.2
167.0,0.06
169.0,0.36
170.0,0.21
171.0,1.2
172.0,1.36
173.0,1.62
174.0,1.84
175.0,21.93
176.0,1.5
177.0,1.24
178.0,0.07
181.0,0.06
183.0,0.22
184.0,0.07
185.0,1.69
186.0,0.19
187.0,0.07
188.0,1.24
189.0,0.98
190.0,4.29
191.0,1.22
193.0,7.78
194.0,0.45
195.0,0.1
196.0,0.07
197.0,0.22
199.0,0.87
200.0,0.06
201.0,0.18
206.0,0.43
207.0,0.53
211.0,0.23
212.0,0.06
213.0,0.17
214.0,1.78
215.0,0.66
217.0,39.42
218.0,3.02
219.0,0.66
222.0,0.07
224.0,0.07
225.0,0.1
227.0,0.16
228.0,0.12
229.0,0.37
230.0,0.85
231.0,0.54
232.0,0.09
235.0,2.27
236.0,0.09
239.0,0.08
241.0,15.27
242.0,2.29
243.0,0.74
245.0,0.4
257.0,0.34
259.0,33.87
260.0,4.65
261.0,0.69
263.0,0.2
268.0,0.71
269.0,1.25
270.0,0.99
271.0,0.55
272.0,0.25
273.0,0.43
284.0,0.11
285.0,0.3
286.0,1.34
287.0,5.27
288.0,0.84
289.0,0.65
299.0,0.07
301.0,0.32
302.0,4.38
303.0,1.5
304.0,0.21
305.0,2.56
306.0,0.39
315.0,0.07
329.0,12.74
330.0,2.22
331.0,0.4
341.0,0.15
343.0,0.18
347.0,3.55
348.0,0.59
349.0,0.07
353.0,0.09
354.0,0.37
355.0,0.31
356.0,0.1
357.0,0.38
361.0,0.16
369.0,0.18
371.0,98.66
372.0,24.78
373.0,3.92
374.0,0.49
380.0,0.09
382.0,0.47
383.0,0.1
385.0,0.32
398.0,0.98
399.0,2.69
400.0,0.74
401.0,1.16
402.0,0.27
413.0,2.89
414.0,29.25
415.0,7.87
416.0,1.52
417.0,5.57
418.0,1.34
419.0,0.18
441.0,1.62
442.0,0.79
443.0,0.2
457.0,0.06
459.0,38.09
460.0,10.37
461.0,2.06
462.0,0.25
473.0,0.08
481.0,0.07
487.0,0.51
488.0,0.06
510.0,0.97
511.0,1.62
512.0,0.55
513.0,0.3
528.0,0.4
529.0,0.51
530.0,0.07
568.0,0.12
569.0,0.65
570.0,4.46
571.0,1.57
572.0,0.35
