x,y
25.0,0.1
26.0,1.5
27.0,17.52
28.0,17.92
29.0,18.62
30.0,38.03
31.0,1.2
32.0,0.1
34.0,0.1
35.0,0.1
37.0,0.1
38.0,0.4
39.0,5.1
40.0,0.8
41.0,11.41
42.0,8.31
43.0,23.32
44.0,50.05
45.0,2.0
46.0,2.3
47.0,0.5
48.0,0.1
49.0,0.1
50.0,0.1
51.0,0.3
52.0,0.2
53.0,0.8
54.0,0.8
55.0,1.2
56.0,3.1
57.0,1.8
58.0,0.3
59.0,0.2
60.0,0.1
61.0,0.1
62.0,0.1
63.0,0.1
64.0,0.1
65.0,0.1
66.0,0.1
67.0,0.3
68.0,0.5
69.0,1.2
70.0,3.7
71.0,0.4
72.0,0.1
73.0,0.5
74.0,8.41
75.0,0.4
76.0,0.1
80.0,0.1
81.0,0.1
82.0,0.1
83.0,0.1
84.0,0.5
85.0,0.2
86.0,99.99
87.0,6.01
88.0,0.3
89.0,0.1
95.0,0.1
96.0,0.1
97.0,0.1
98.0,0.2
99.0,0.4
100.0,0.1
101.0,0.2
102.0,10.11
103.0,0.8
104.0,0.1
112.0,0.1
113.0,0.1
114.0,0.1
115.0,0.1
116.0,0.3
117.0,0.1
127.0,0.2
128.0,0.1
129.0,0.1
130.0,0.1
141.0,0.1
142.0,0.1
143.0,0.1
144.0,0.1
157.0,0.1
158.0,0.1
159.0,0.1
160.0,0.1
