x,y
37.0,4.8
38.0,6.1
39.0,18.31
40.0,0.4
41.0,0.8
42.0,0.2
43.0,1.0
44.0,6.1
45.0,12.91
46.0,4.4
48.0,0.1
49.0,2.8
50.0,23.52
51.0,12.81
52.0,2.1
53.0,14.31
54.0,0.6
55.0,4.3
57.0,0.4
60.0,0.2
61.0,2.8
62.0,5.5
63.0,21.71
64.0,12.71
65.0,47.24
66.0,5.1
67.0,0.6
68.0,0.1
69.0,1.8
70.0,0.1
71.0,0.2
72.0,0.1
73.0,5.3
74.0,34.93
75.0,62.15
76.0,15.21
77.0,8.5
78.0,1.5
79.0,1.9
80.0,0.2
81.0,24.22
82.0,1.3
83.0,0.2
85.0,0.1
86.0,0.1
87.0,0.3
88.0,0.3
89.0,1.0
90.0,1.0
91.0,17.11
92.0,18.51
93.0,11.81
94.0,0.9
95.0,0.4
97.0,0.2
101.0,0.2
102.0,0.1
103.0,14.21
104.0,9.4
105.0,3.9
106.0,0.6
107.0,4.8
108.0,0.6
109.0,5.5
110.0,0.2
117.0,0.1
119.0,28.72
120.0,4.5
121.0,38.93
122.0,3.3
123.0,15.51
124.0,0.7
133.0,0.2
135.0,0.4
136.0,0.1
137.0,9.5
138.0,0.6
147.0,4.8
148.0,2.9
149.0,52.14
150.0,5.9
151.0,0.8
163.0,1.1
164.0,0.2
165.0,0.2
166.0,0.1
167.0,99.99
168.0,8.5
169.0,0.9
177.0,0.8
178.0,0.1
181.0,0.3
193.0,0.2
194.0,11.51
195.0,2.5
196.0,0.1
211.0,6.2
212.0,1.5
213.0,0.1
