x,y
12.0,0.37
13.0,0.32
14.0,0.97
15.0,1.31
16.0,0.12
25.0,0.51
26.0,6.1
27.0,16.72
28.0,10.44
29.0,9.43
30.0,1.39
31.0,1.25
32.0,0.46
37.0,0.43
38.0,0.59
39.0,4.64
40.0,0.58
41.0,1.74
42.0,8.72
43.0,39.02
44.0,6.85
45.0,51.58
46.0,3.61
47.0,1.49
50.0,0.66
51.0,0.67
53.0,30.86
54.0,11.01
55.0,48.77
56.0,6.42
57.0,10.13
58.0,1.82
59.0,1.99
60.0,0.39
65.0,2.86
66.0,5.98
67.0,9.01
68.0,3.93
69.0,11.53
70.0,22.29
71.0,67.51
72.0,7.17
73.0,2.36
77.0,1.94
78.0,2.08
79.0,3.91
80.0,2.04
81.0,18.39
82.0,5.23
83.0,49.17
84.0,5.09
85.0,2.13
93.0,0.97
95.0,15.71
96.0,99.99
97.0,28.99
98.0,5.6
99.0,1.1
106.0,0.29
107.0,1.74
109.0,59.12
110.0,7.31
111.0,2.45
122.0,0.28
123.0,1.41
124.0,0.24
