x,y
27.0,9.65
28.0,8.9
29.0,46.2
30.0,1.72
31.0,2.06
38.0,0.68
39.0,10.34
40.0,3.1
41.0,90.34
42.0,10.34
43.0,12.41
44.0,4.13
45.0,0.68
51.0,1.37
52.0,0.68
53.0,8.27
54.0,4.13
55.0,52.75
56.0,15.17
57.0,83.79
58.0,3.44
59.0,1.03
65.0,2.06
66.0,1.37
67.0,74.48
68.0,39.31
69.0,94.13
70.0,10.68
71.0,2.75
72.0,0.68
73.0,0.68
74.0,0.68
75.0,7.58
77.0,2.06
78.0,0.68
79.0,4.48
80.0,7.93
81.0,99.99
82.0,65.17
83.0,14.82
84.0,1.72
85.0,1.03
87.0,0.34
91.0,1.37
92.0,0.34
93.0,2.75
94.0,5.51
95.0,72.41
96.0,15.86
97.0,2.41
98.0,0.34
99.0,1.37
101.0,0.34
107.0,1.03
108.0,0.34
109.0,23.44
110.0,6.2
111.0,1.72
112.0,0.34
121.0,1.72
122.0,0.34
123.0,42.75
124.0,4.82
137.0,1.72
138.0,22.06
139.0,3.1
155.0,0.34
