x,y
4.0,0.01
14.0,0.08
15.0,0.25
18.0,0.34
26.0,0.2
27.0,1.73
28.0,4.78
29.0,0.08
30.0,99.99
31.0,1.56
32.0,0.22
38.0,0.97
39.0,4.94
40.0,0.63
41.0,0.43
42.0,0.71
43.0,0.36
44.0,0.09
50.0,3.42
51.0,13.76
52.0,2.16
53.0,1.09
54.0,0.27
55.0,0.92
61.0,0.15
62.0,0.75
63.0,3.37
64.0,1.42
65.0,3.02
66.0,0.4
67.0,0.15
74.0,0.74
75.0,0.91
77.0,17.01
78.0,3.76
79.0,1.16
80.0,0.44
87.0,0.16
89.0,6.39
90.0,3.72
91.0,7.79
92.0,0.73
93.0,0.14
94.0,0.19
102.0,0.27
103.0,0.25
104.0,0.22
105.0,0.16
106.0,0.89
107.0,4.53
108.0,0.38
115.0,2.28
116.0,0.42
117.0,0.36
118.0,0.66
119.0,0.81
120.0,0.13
126.0,0.14
127.0,1.08
128.0,1.48
129.0,1.5
130.0,0.14
134.0,0.23
139.0,0.4
140.0,0.13
141.0,0.92
151.0,0.26
152.0,1.22
153.0,2.67
154.0,1.61
155.0,3.51
156.0,0.98
157.0,0.12
165.0,0.56
166.0,0.18
167.0,0.2
168.0,0.27
169.0,0.38
181.0,0.46
183.0,9.65
184.0,43.42
185.0,6.04
186.0,0.5
196.0,0.2
211.0,0.24
213.0,1.58
214.0,0.31
