x,y
51.0,2.43
52.0,1.62
53.0,1.62
63.0,2.43
64.0,0.81
65.0,20.3
66.0,1.62
67.0,0.81
77.0,19.5
78.0,4.86
79.0,18.7
80.0,1.62
89.0,3.25
90.0,1.62
91.0,12.2
92.0,2.43
93.0,2.43
94.0,0.81
105.0,1.62
106.0,2.43
107.0,99.99
108.0,8.9
115.0,2.43
116.0,0.81
126.0,0.81
127.0,2.43
128.0,1.62
129.0,0.81
136.0,4.86
140.0,0.81
141.0,1.62
149.0,1.62
150.0,0.81
151.0,2.43
152.0,8.1
153.0,4.0
154.0,2.43
155.0,0.81
167.0,3.25
168.0,1.62
169.0,1.62
180.0,4.86
181.0,10.5
182.0,3.25
183.0,3.25
184.0,0.81
195.0,1.62
196.0,0.81
197.0,3.25
211.0,4.05
212.0,0.81
226.0,2.43
227.0,4.86
228.0,0.81
243.0,4.05
244.0,1.62
257.0,2.43
258.0,0.81
274.0,13.0
275.0,1.62
276.0,0.4
