x,y
24.0,0.31
25.0,1.41
26.0,0.45
27.0,19.95
28.0,7.01
29.0,16.99
34.0,0.91
35.0,0.16
37.0,0.48
38.0,1.58
39.0,30.6
40.0,5.31
41.0,99.99
42.0,5.72
43.0,21.01
44.0,0.34
47.0,0.48
48.0,0.35
49.0,0.38
50.0,1.76
51.0,8.53
52.0,4.39
53.0,25.97
54.0,4.1
55.0,60.14
56.0,3.18
57.0,4.98
58.0,0.96
59.0,0.45
62.0,0.81
63.0,2.77
64.0,1.62
65.0,15.66
66.0,5.2
67.0,59.32
68.0,4.19
69.0,69.43
70.0,3.85
71.0,1.12
73.0,0.76
77.0,47.33
78.0,13.78
79.0,69.9
80.0,14.45
81.0,63.3
82.0,19.36
83.0,8.3
84.0,0.82
91.0,85.68
92.0,21.89
93.0,81.74
94.0,21.31
95.0,28.09
96.0,6.35
97.0,2.21
102.0,0.97
103.0,4.63
105.0,75.19
106.0,25.48
107.0,74.33
108.0,19.82
109.0,16.65
110.0,2.13
111.0,1.18
113.0,0.81
115.0,5.06
116.0,3.07
117.0,9.14
118.0,4.17
119.0,59.94
120.0,22.99
121.0,33.23
122.0,30.01
123.0,6.62
124.0,0.48
128.0,2.58
129.0,2.5
130.0,1.74
131.0,6.45
132.0,3.09
133.0,67.39
134.0,21.93
135.0,23.23
136.0,5.31
137.0,1.0
138.0,0.55
139.0,0.35
141.0,0.85
143.0,0.94
145.0,4.14
147.0,58.3
148.0,43.26
149.0,10.18
150.0,1.96
152.0,0.45
157.0,0.63
159.0,1.53
161.0,92.17
162.0,15.75
163.0,2.57
164.0,0.34
173.0,0.62
175.0,7.41
176.0,4.69
177.0,0.94
181.0,0.38
184.0,0.45
187.0,0.78
188.0,0.82
189.0,25.25
190.0,4.75
191.0,1.11
195.0,0.4
200.0,0.16
204.0,70.19
205.0,11.25
206.0,0.9
