x,y
14.0,0.6
15.0,1.09
16.0,0.1
26.0,1.99
27.0,15.69
28.0,2.59
29.0,6.59
30.0,0.1
35.0,0.1
36.0,0.8
37.0,0.5
38.0,1.59
39.0,19.09
40.0,3.99
41.0,43.69
42.0,6.29
43.0,3.49
44.0,0.2
47.0,0.2
49.0,1.29
50.0,1.89
51.0,3.29
52.0,1.49
53.0,7.79
54.0,33.49
55.0,41.59
56.0,9.79
57.0,0.6
61.0,0.5
62.0,2.49
63.0,0.7
64.0,0.7
65.0,1.39
66.0,1.49
67.0,99.99
68.0,6.09
69.0,4.99
70.0,0.3
73.0,0.3
74.0,0.2
75.0,2.59
76.0,0.7
77.0,1.69
78.0,0.5
79.0,2.49
80.0,0.9
81.0,9.09
82.0,71.09
83.0,29.29
84.0,1.69
88.0,0.6
89.0,0.3
90.0,0.3
91.0,0.1
98.0,0.1
103.0,0.1
118.0,1.99
119.0,0.1
120.0,0.6
