x,y
27.0,14.39
28.0,3.19
29.0,1.89
31.0,0.3
37.0,0.5
39.0,12.19
40.0,2.29
41.0,10.49
43.0,82.8
44.0,1.59
45.0,0.4
50.0,3.99
51.0,6.89
52.0,4.19
53.0,6.39
54.0,1.09
55.0,5.99
56.0,0.1
57.0,0.2
58.0,0.2
62.0,0.4
63.0,1.09
64.0,0.3
65.0,5.29
66.0,3.09
67.0,7.69
68.0,0.4
69.0,0.3
71.0,0.1
77.0,3.09
78.0,0.3
79.0,4.99
80.0,0.7
81.0,7.79
82.0,8.69
83.0,0.4
91.0,1.69
92.0,0.2
93.0,0.3
94.0,1.99
95.0,99.99
96.0,6.19
97.0,0.3
105.0,0.1
107.0,2.69
108.0,2.59
109.0,18.29
110.0,2.09
111.0,0.1
119.0,0.1
135.0,0.2
137.0,2.59
138.0,0.1
151.0,0.2
152.0,28.89
153.0,2.59
