x,y
15.0,1.1
17.0,4.2
18.0,5.1
26.0,0.9
27.0,6.51
28.0,17.32
29.0,11.11
31.0,8.41
39.0,9.81
40.0,1.9
41.0,31.43
42.0,2.1
43.0,29.33
44.0,2.2
45.0,1.7
50.0,0.6
51.0,2.4
52.0,1.5
53.0,11.11
54.0,1.5
55.0,24.72
56.0,1.6
57.0,3.6
58.0,1.4
59.0,92.68
60.0,3.3
63.0,1.0
64.0,1.0
65.0,6.21
66.0,2.4
67.0,16.92
68.0,6.61
69.0,16.61
70.0,1.5
71.0,5.91
72.0,0.8
75.0,1.0
77.0,15.51
78.0,4.1
79.0,29.03
80.0,5.91
81.0,35.93
82.0,6.21
83.0,5.5
84.0,0.9
85.0,1.3
87.0,0.7
88.0,0.8
89.0,1.0
90.0,0.6
91.0,26.82
92.0,5.3
93.0,58.55
94.0,13.11
95.0,23.12
96.0,7.61
97.0,1.8
103.0,2.2
104.0,1.3
105.0,38.63
106.0,9.01
107.0,69.06
108.0,30.43
109.0,13.51
110.0,2.6
111.0,1.3
115.0,2.0
116.0,0.9
117.0,2.9
118.0,1.3
119.0,23.82
120.0,6.21
121.0,21.02
122.0,9.71
123.0,6.21
124.0,0.7
127.0,0.8
128.0,1.2
129.0,1.2
130.0,0.8
131.0,2.2
132.0,1.2
133.0,15.91
134.0,13.81
135.0,99.99
136.0,15.91
137.0,1.6
145.0,2.0
146.0,1.0
147.0,14.81
148.0,8.61
149.0,16.21
150.0,2.1
151.0,0.5
159.0,1.3
160.0,1.2
161.0,52.05
162.0,10.01
163.0,9.31
164.0,2.4
175.0,2.9
176.0,1.4
188.0,1.2
189.0,24.22
190.0,3.7
203.0,0.7
204.0,25.22
205.0,4.1
206.0,0.6
207.0,1.0
222.0,7.61
223.0,1.2
