x,y
4.0,0.05
14.0,0.29
15.0,0.47
26.0,0.55
27.0,2.06
28.0,2.53
32.0,0.1
37.0,0.31
38.0,0.96
39.0,4.08
40.0,0.52
41.0,0.45
42.0,0.16
50.0,2.39
51.0,3.99
52.0,1.8
53.0,0.68
56.0,0.15
61.0,0.53
62.0,2.3
63.0,5.33
64.0,2.03
65.0,1.0
66.0,0.2
70.0,0.88
71.0,0.43
74.0,1.93
75.0,3.69
76.0,4.84
77.0,4.79
79.0,0.19
83.0,1.06
85.0,0.36
86.0,1.14
87.0,1.83
88.0,1.9
89.0,5.03
90.0,4.92
97.0,1.11
98.0,0.69
99.0,1.22
100.0,1.05
101.0,1.2
102.0,1.72
103.0,4.62
104.0,7.02
110.0,0.24
111.0,0.52
112.0,0.52
113.0,1.91
114.0,2.12
115.0,2.46
116.0,1.02
117.0,0.46
123.0,0.18
124.0,0.29
125.0,0.84
126.0,1.97
127.0,2.34
128.0,1.4
129.0,0.48
130.0,0.31
137.0,0.64
138.0,1.49
139.0,2.83
140.0,4.06
141.0,1.48
142.0,1.45
143.0,2.79
144.0,0.35
149.0,0.23
150.0,1.22
151.0,3.07
152.0,5.05
153.0,2.16
154.0,2.23
155.0,0.67
156.0,0.29
157.0,0.82
164.0,2.4
165.0,1.73
166.0,2.68
167.0,2.59
168.0,3.32
169.0,3.4
170.0,0.3
176.0,0.43
177.0,1.12
178.0,2.88
179.0,2.71
180.0,8.18
181.0,6.5
182.0,3.41
183.0,0.38
190.0,0.29
191.0,1.24
192.0,4.26
193.0,8.01
194.0,0.93
203.0,0.33
205.0,3.24
206.0,5.28
207.0,32.35
208.0,99.99
209.0,15.21
210.0,1.26
