x,y
12.0,0.21
13.0,0.41
14.0,2.27
15.0,8.08
16.0,0.43
17.0,0.05
18.0,0.33
19.0,0.73
26.0,9.93
27.0,57.0
28.0,16.27
29.0,78.8
30.0,3.53
31.0,1.92
37.0,0.85
38.0,2.53
39.0,29.09
40.0,3.32
41.0,18.84
42.0,13.55
43.0,18.12
44.0,1.75
45.0,5.82
46.0,0.18
47.0,0.17
49.0,0.35
50.0,2.68
51.0,3.5
52.0,1.77
53.0,10.36
54.0,33.58
55.0,99.99
56.0,24.0
57.0,9.45
58.0,8.97
59.0,0.18
60.0,4.11
61.0,0.92
67.0,0.65
68.0,0.77
69.0,8.2
70.0,0.98
71.0,1.16
72.0,0.71
73.0,1.76
81.0,1.25
82.0,8.64
83.0,24.46
84.0,1.54
85.0,0.77
86.0,0.86
87.0,0.13
88.0,0.25
97.0,0.14
99.0,1.12
100.0,3.74
101.0,0.49
113.0,0.5
128.0,4.58
129.0,0.37
