x,y
15.0,0.3
18.0,0.4
26.0,0.5
27.0,5.89
28.0,0.99
29.0,2.19
32.0,0.3
37.0,0.2
38.0,0.7
39.0,7.49
40.0,0.6
41.0,4.29
42.0,0.3
43.0,2.19
50.0,1.99
51.0,6.19
52.0,1.59
53.0,0.99
55.0,0.5
56.0,0.4
57.0,0.3
58.0,0.1
61.0,0.1
62.0,0.7
63.0,3.19
64.0,0.9
65.0,12.49
66.0,0.8
69.0,0.2
73.0,0.3
74.0,0.6
75.0,0.7
76.0,0.7
77.0,6.49
78.0,6.79
79.0,3.59
80.0,0.3
87.0,0.2
89.0,2.39
90.0,0.99
91.0,99.99
92.0,59.69
93.0,4.29
94.0,0.1
102.0,0.7
103.0,2.79
104.0,2.19
105.0,9.29
106.0,1.29
115.0,1.49
116.0,0.4
117.0,0.8
119.0,1.09
128.0,0.2
133.0,0.1
134.0,26.29
135.0,2.89
136.0,0.1
