x,y
12.0,0.04
13.0,0.23
14.0,0.67
15.0,7.73
16.0,0.37
17.0,0.29
18.0,0.89
19.0,0.24
25.0,0.05
26.0,0.77
27.0,10.41
28.0,2.23
29.0,6.95
30.0,0.24
31.0,9.0
32.0,0.29
33.0,0.07
37.0,0.29
38.0,0.78
39.0,9.45
40.0,1.62
41.0,17.91
42.0,2.17
43.0,26.05
44.0,0.84
45.0,5.91
46.0,0.13
47.0,0.04
48.0,0.06
49.0,0.15
50.0,0.37
51.0,0.61
52.0,0.2
53.0,1.07
54.0,0.25
55.0,5.16
56.0,6.12
57.0,11.1
58.0,3.26
59.0,99.99
60.0,3.38
61.0,0.25
62.0,0.05
63.0,0.12
64.0,0.01
65.0,0.2
66.0,0.12
67.0,0.56
68.0,0.11
69.0,0.51
70.0,0.49
71.0,0.69
72.0,0.04
73.0,0.18
74.0,0.02
77.0,0.09
78.0,0.01
79.0,0.08
81.0,0.12
82.0,0.08
83.0,5.21
84.0,0.32
85.0,0.56
86.0,0.08
87.0,0.05
97.0,0.05
98.0,0.58
99.0,0.14
101.0,7.0
102.0,0.47
103.0,0.03
115.0,0.03
116.0,0.01
