x,y
38.0,0.41
39.0,2.81
40.0,2.02
41.0,1.82
42.0,0.19
50.0,1.49
51.0,2.36
52.0,1.84
53.0,0.47
54.0,3.75
55.0,0.68
61.0,0.21
62.0,1.16
63.0,3.91
64.0,0.49
65.0,0.41
70.0,1.17
74.0,0.57
75.0,3.08
76.0,7.74
77.0,1.49
78.0,0.26
82.0,1.94
83.0,4.08
86.0,0.98
87.0,2.12
88.0,4.16
89.0,6.03
94.0,1.8
95.0,2.87
96.0,1.63
98.0,0.87
99.0,0.98
100.0,1.13
101.0,1.27
102.0,1.08
103.0,0.18
107.0,0.21
109.0,0.47
110.0,0.41
111.0,0.63
112.0,0.23
113.0,1.19
114.0,0.49
115.0,1.48
123.0,0.37
124.0,0.23
125.0,0.54
126.0,1.69
127.0,0.77
128.0,0.91
129.0,0.15
136.0,0.2
137.0,0.79
138.0,0.51
139.0,2.43
140.0,0.47
149.0,0.88
150.0,4.69
151.0,8.7
152.0,14.89
153.0,1.93
161.0,0.56
162.0,1.18
163.0,4.18
164.0,2.59
165.0,7.02
166.0,1.08
174.0,1.37
176.0,17.47
178.0,76.26
179.0,11.6
180.0,0.89
187.0,1.78
188.0,2.22
189.0,8.82
190.0,6.25
191.0,34.21
192.0,5.18
193.0,0.55
200.0,0.52
201.0,0.87
202.0,1.41
203.0,1.38
204.0,0.56
205.0,0.21
212.0,0.42
213.0,0.29
214.0,1.52
215.0,0.73
216.0,1.92
217.0,0.21
218.0,99.99
219.0,19.1
220.0,1.68
227.0,0.26
228.0,0.19
229.0,0.14
230.0,0.5
231.0,1.62
232.0,1.16
233.0,0.22
272.0,27.92
273.0,6.34
274.0,0.68
