x,y
18.0,0.1
26.0,0.2
27.0,1.09
28.0,0.3
35.0,0.2
36.0,0.5
37.0,0.7
38.0,0.99
39.0,2.49
40.0,0.1
41.0,0.4
42.0,0.8
43.0,0.4
45.0,0.2
48.0,0.1
49.0,1.29
50.0,5.69
51.0,15.79
52.0,0.99
53.0,0.1
60.0,0.1
61.0,0.4
62.0,0.8
63.0,1.59
64.0,0.3
65.0,2.19
66.0,0.1
73.0,0.4
74.0,1.79
75.0,1.29
76.0,1.99
77.0,52.19
78.0,3.89
79.0,0.1
85.0,0.1
86.0,0.1
87.0,0.1
89.0,0.8
90.0,0.2
91.0,4.59
92.0,0.3
99.0,0.1
102.0,0.6
103.0,0.1
104.0,0.2
105.0,99.99
106.0,7.79
107.0,0.5
120.0,0.2
125.0,0.2
154.0,0.99
155.0,0.1
156.0,0.3
