x,y
14.0,0.1
15.0,0.7
17.0,0.1
18.0,0.4
26.0,0.4
27.0,10.49
28.0,2.99
29.0,6.59
30.0,0.2
31.0,6.69
32.0,0.6
37.0,0.2
38.0,0.8
39.0,14.29
40.0,2.29
41.0,24.89
42.0,2.19
43.0,15.79
44.0,0.6
45.0,0.4
50.0,1.69
51.0,5.09
52.0,2.39
53.0,8.09
54.0,1.69
55.0,10.79
56.0,2.19
57.0,1.69
58.0,0.5
59.0,2.49
60.0,0.4
61.0,0.2
62.0,0.5
63.0,1.69
64.0,0.6
65.0,5.59
66.0,2.99
67.0,13.39
68.0,3.89
69.0,6.09
70.0,1.89
71.0,0.7
72.0,0.2
73.0,0.1
74.0,0.3
75.0,0.4
76.0,0.3
77.0,14.89
78.0,5.19
79.0,99.99
80.0,8.59
81.0,8.69
82.0,3.59
83.0,2.99
84.0,0.5
85.0,2.89
86.0,0.2
87.0,0.1
89.0,0.5
90.0,0.6
91.0,42.19
92.0,10.99
93.0,18.39
94.0,2.99
95.0,4.59
96.0,3.39
97.0,0.8
98.0,1.09
99.0,0.1
101.0,0.1
102.0,0.3
103.0,1.69
104.0,1.09
105.0,7.69
106.0,3.49
107.0,6.99
108.0,27.59
109.0,8.59
110.0,1.39
111.0,0.7
112.0,0.1
115.0,0.9
116.0,0.3
117.0,2.19
118.0,0.5
119.0,15.59
120.0,1.99
121.0,10.19
122.0,1.29
123.0,2.29
124.0,0.4
125.0,0.1
132.0,0.2
133.0,0.7
134.0,3.09
135.0,0.8
136.0,0.4
137.0,1.19
138.0,0.1
151.0,0.1
152.0,2.89
153.0,0.4
