x,y
17.0,0.3
18.0,0.56
26.0,0.28
27.0,0.77
28.0,0.87
35.0,0.37
36.0,0.41
37.0,1.27
38.0,2.83
39.0,13.87
40.0,1.79
41.0,2.89
42.0,0.34
44.0,0.27
46.0,0.73
47.0,0.33
49.0,0.99
50.0,3.44
51.0,5.77
52.0,2.29
53.0,0.46
60.0,0.18
61.0,1.44
62.0,5.63
63.0,12.51
64.0,3.84
65.0,28.06
66.0,1.62
72.0,0.96
73.0,3.38
74.0,2.04
75.0,3.06
76.0,0.75
77.0,0.76
78.0,0.5
83.0,0.75
84.0,0.51
85.0,0.93
86.0,0.59
87.0,0.81
88.0,1.48
89.0,7.98
90.0,13.11
91.0,99.99
92.0,12.72
93.0,0.83
97.0,2.01
98.0,1.1
99.0,1.81
100.0,0.69
101.0,0.57
107.0,0.71
109.0,2.62
110.0,0.65
111.0,0.9
118.0,26.15
119.0,2.72
120.0,0.22
124.0,3.62
125.0,3.81
126.0,2.17
127.0,1.33
128.0,0.51
133.0,5.34
134.0,0.68
135.0,3.26
136.0,0.37
137.0,0.59
145.0,1.53
147.0,0.98
151.0,0.16
161.0,50.12
162.0,6.85
163.0,32.49
164.0,2.95
165.0,5.21
166.0,0.49
180.0,0.51
181.0,0.43
187.0,2.11
188.0,0.83
189.0,1.51
190.0,0.58
191.0,0.37
214.0,0.21
279.0,16.28
280.0,2.57
281.0,10.81
282.0,1.7
283.0,1.87
284.0,0.27
