x,y
26.0,0.3
27.0,0.7
28.0,0.5
29.0,0.1
30.0,2.89
37.0,0.3
38.0,0.99
39.0,2.99
40.0,0.5
41.0,0.5
42.0,0.1
43.0,0.4
44.0,0.5
49.0,0.1
50.0,2.19
51.0,9.29
52.0,2.89
53.0,0.7
54.0,0.2
55.0,0.2
57.0,0.1
61.0,0.3
62.0,1.79
63.0,6.09
64.0,4.39
65.0,1.59
66.0,0.8
67.0,0.2
68.0,0.3
69.0,0.8
70.0,0.2
73.0,0.1
74.0,0.99
75.0,2.89
76.0,4.19
77.0,24.19
78.0,8.29
79.0,15.39
80.0,1.39
81.0,0.2
82.0,0.6
83.0,0.8
86.0,0.1
87.0,0.3
88.0,0.6
89.0,6.59
90.0,6.29
91.0,3.29
92.0,3.59
93.0,0.7
94.0,0.3
95.0,0.1
96.0,0.5
97.0,0.2
98.0,0.2
99.0,0.1
101.0,0.1
102.0,0.5
103.0,5.99
104.0,10.59
105.0,8.59
106.0,4.19
107.0,40.79
108.0,3.29
109.0,0.2
111.0,0.5
112.0,0.1
113.0,0.3
114.0,0.3
115.0,1.79
116.0,0.7
117.0,0.4
118.0,0.4
119.0,0.3
120.0,0.5
121.0,0.2
122.0,3.79
123.0,0.3
126.0,0.4
127.0,0.5
128.0,0.5
129.0,0.3
130.0,0.1
132.0,1.29
133.0,0.2
134.0,0.5
135.0,0.9
136.0,0.2
137.0,0.4
138.0,0.7
139.0,3.59
140.0,1.89
141.0,0.4
142.0,0.1
143.0,1.69
149.0,0.1
150.0,0.2
151.0,1.09
152.0,9.29
153.0,1.59
154.0,0.9
155.0,0.2
156.0,0.1
162.0,0.1
163.0,2.29
164.0,5.49
165.0,7.89
166.0,7.19
167.0,3.09
168.0,0.8
169.0,0.1
176.0,0.1
177.0,0.5
178.0,2.39
179.0,1.39
180.0,5.59
181.0,3.59
182.0,0.9
183.0,0.4
191.0,0.6
192.0,4.79
193.0,5.49
194.0,2.59
195.0,2.29
196.0,0.4
204.0,0.1
205.0,3.19
206.0,0.7
207.0,0.2
208.0,0.2
209.0,1.29
210.0,0.5
211.0,0.5
212.0,0.5
221.0,0.2
222.0,0.1
223.0,0.2
224.0,1.39
225.0,0.6
226.0,0.5
227.0,0.1
238.0,0.3
239.0,2.69
240.0,1.19
241.0,1.29
242.0,0.3
251.0,2.99
252.0,0.9
253.0,0.3
254.0,0.1
256.0,0.5
267.0,0.3
268.0,0.1
269.0,0.2
270.0,0.7
271.0,0.1
285.0,2.79
286.0,99.99
287.0,16.19
288.0,2.09
289.0,0.2
