x,y
23.0,0.04
26.0,0.69
27.0,15.67
28.0,1.05
29.0,27.65
30.0,0.51
31.0,2.65
32.0,0.07
33.0,0.31
36.0,0.06
37.0,0.05
38.0,0.14
39.0,6.23
41.0,29.44
42.0,2.18
43.0,17.96
44.0,0.6
45.0,4.19
48.0,0.12
50.0,0.06
51.0,0.4
52.0,0.17
53.0,2.92
54.0,0.63
55.0,24.16
56.0,3.49
57.0,16.32
58.0,6.68
59.0,3.46
65.0,0.29
66.0,0.08
67.0,1.62
68.0,0.37
69.0,42.35
70.0,4.19
71.0,2.59
72.0,3.17
73.0,2.67
77.0,0.34
79.0,0.32
81.0,0.76
82.0,0.17
83.0,11.4
84.0,0.91
85.0,3.35
86.0,0.1
87.0,5.03
88.0,0.16
95.0,0.31
97.0,0.76
98.0,0.64
99.0,0.06
100.0,0.58
101.0,0.05
111.0,0.08
113.0,0.86
125.0,0.15
140.0,0.43
141.0,0.33
142.0,0.21
143.0,99.99
144.0,9.88
145.0,0.5
182.0,0.2
