x,y
15.0,5.09
27.0,13.57
28.0,9.23
29.0,0.3
30.0,0.16
36.0,0.66
39.0,3.95
40.0,0.5
41.0,18.32
42.0,16.6
43.0,57.88
44.0,15.87
45.0,0.37
47.0,2.57
53.0,0.19
55.0,0.9
56.0,2.05
57.0,4.91
58.0,84.26
59.0,3.76
67.0,0.97
68.0,30.64
69.0,27.06
70.0,3.34
74.0,13.08
75.0,1.1
82.0,0.49
83.0,11.21
84.0,2.49
85.0,13.92
91.0,3.88
93.0,3.21
94.0,6.77
95.0,3.24
98.0,0.14
99.0,5.23
100.0,2.38
102.0,0.4
104.0,0.16
105.0,6.08
106.0,2.95
107.0,2.13
110.0,9.18
111.0,9.92
112.0,1.37
113.0,1.54
115.0,1.13
116.0,7.21
117.0,1.09
125.0,1.74
127.0,4.37
136.0,2.75
137.0,4.72
138.0,0.34
141.0,3.68
142.0,7.16
143.0,0.18
144.0,0.48
152.0,11.38
153.0,4.2
154.0,0.15
156.0,4.34
157.0,14.15
158.0,1.08
166.0,3.58
167.0,0.15
168.0,0.7
169.0,15.07
170.0,0.61
171.0,1.22
183.0,0.17
184.0,72.06
185.0,13.26
186.0,5.13
195.0,4.22
196.0,0.15
198.0,6.23
199.0,27.81
200.0,3.85
201.0,0.35
210.0,0.69
224.0,0.15
225.0,0.16
226.0,61.94
227.0,9.31
228.0,3.62
240.0,8.62
241.0,99.99
242.0,15.52
243.0,6.42
