x,y
15.0,1.42
27.0,3.38
28.0,0.82
29.0,0.64
38.0,1.29
39.0,8.6
40.0,1.19
41.0,1.54
42.0,1.25
43.0,11.99
50.0,5.27
51.0,13.93
52.0,4.06
53.0,4.71
59.0,1.04
61.0,0.89
62.0,3.0
63.0,8.51
64.0,1.94
65.0,5.21
66.0,1.54
73.0,1.75
74.0,3.27
75.0,2.82
76.0,3.18
77.0,30.67
78.0,11.08
79.0,23.97
80.0,1.42
86.0,0.68
87.0,0.87
89.0,3.04
90.0,1.45
91.0,5.88
101.0,0.68
102.0,3.12
103.0,16.48
104.0,0.68
105.0,83.62
106.0,7.21
115.0,2.78
117.0,1.0
128.0,0.75
129.0,0.67
131.0,0.75
133.0,99.99
134.0,9.75
148.0,46.07
149.0,4.85
