x,y
49.0,2.13
50.0,4.6
51.0,2.4
52.0,0.07
53.0,7.74
55.0,0.76
56.0,0.03
57.0,0.05
60.0,1.96
61.0,37.53
62.0,85.58
63.0,12.01
64.0,0.06
65.0,0.12
69.0,0.57
73.0,7.28
74.0,28.13
75.0,7.39
76.0,0.77
77.0,1.09
79.0,1.81
80.0,0.79
81.0,1.77
82.0,0.77
84.0,0.05
86.0,0.03
89.0,0.37
90.0,2.22
91.0,1.27
92.0,0.06
93.0,14.5
94.0,0.05
95.0,13.38
101.0,0.23
102.0,2.16
103.0,0.91
104.0,0.17
105.0,0.86
106.0,0.46
107.0,0.84
108.0,0.05
109.0,0.02
115.0,0.09
116.0,1.84
117.0,1.95
118.0,2.66
119.0,68.36
120.0,1.7
121.0,63.68
122.0,1.09
128.0,0.14
129.0,0.05
130.0,0.27
131.0,2.07
132.0,0.04
140.0,2.23
141.0,38.9
142.0,5.2
143.0,37.75
144.0,1.24
152.0,0.35
153.0,4.83
154.0,1.83
155.0,5.46
156.0,0.77
157.0,0.07
169.0,0.42
170.0,1.09
171.0,1.39
172.0,0.95
173.0,1.52
175.0,0.34
180.0,0.07
181.0,0.01
182.0,0.21
183.0,0.15
184.0,0.08
185.0,0.19
195.0,1.33
196.0,0.21
197.0,4.24
199.0,32.38
200.0,0.27
201.0,57.85
202.0,0.6
203.0,27.09
204.0,0.09
209.0,1.57
210.0,2.27
211.0,1.81
212.0,1.94
219.0,0.29
220.0,3.67
221.0,2.63
222.0,9.19
223.0,4.19
224.0,3.63
225.0,0.88
232.0,0.74
233.0,0.27
234.0,3.19
235.0,0.54
236.0,1.51
237.0,0.05
238.0,0.01
248.0,2.58
249.0,0.24
250.0,7.05
251.0,0.7
252.0,2.97
253.0,0.15
262.0,0.3
264.0,0.67
266.0,0.11
287.0,0.21
288.0,0.08
289.0,1.17
290.0,0.32
291.0,0.8
292.0,0.06
293.0,0.02
299.0,3.21
301.0,13.18
302.0,0.07
303.0,12.71
304.0,0.07
305.0,2.77
313.0,0.16
315.0,0.18
327.0,1.14
328.0,34.07
329.0,7.92
330.0,99.99
331.0,11.74
332.0,96.82
333.0,6.52
334.0,30.69
335.0,0.62
343.0,0.05
345.0,0.02
370.0,0.27
372.0,0.25
451.0,0.02
527.0,0.01
529.0,0.1
530.0,0.01
531.0,0.11
