x,y
14.0,0.26
15.0,0.82
26.0,0.86
27.0,6.77
28.0,1.33
29.0,0.13
32.0,1.55
37.0,0.66
38.0,1.57
39.0,6.39
40.0,0.68
41.0,0.34
42.0,0.22
44.0,0.77
45.0,1.59
46.0,0.09
49.0,0.52
50.0,6.57
51.0,13.69
52.0,2.95
53.0,1.47
54.0,0.17
57.0,0.32
58.0,2.37
59.0,1.65
60.0,1.06
61.0,0.73
62.0,1.9
63.0,4.58
64.0,1.16
65.0,1.65
66.0,0.26
67.0,0.18
69.0,0.3
70.0,0.69
71.0,0.27
72.0,0.24
74.0,2.21
75.0,1.78
76.0,2.67
77.0,21.7
78.0,7.36
79.0,20.39
80.0,1.57
82.0,0.7
83.0,0.15
84.0,0.68
85.0,0.31
86.0,1.16
87.0,0.35
88.0,0.32
89.0,2.76
90.0,0.76
91.0,0.6
94.0,0.14
98.0,0.15
101.0,0.37
102.0,1.86
103.0,12.42
104.0,0.14
105.0,99.99
106.0,8.59
107.0,0.38
116.0,1.67
117.0,0.17
120.0,0.33
121.0,2.6
122.0,0.21
128.0,0.4
130.0,0.36
131.0,0.3
148.0,2.2
149.0,0.24
163.0,4.69
164.0,0.4
165.0,0.28
